STATION,STATION_NAME,DATE,HPCP
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670305 05:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670305 06:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670305 07:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670305 08:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670305 10:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670307 04:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670307 05:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670307 06:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670307 07:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670307 08:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670307 11:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670307 12:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670307 16:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670311 21:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670311 22:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670311 23:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670312 06:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670312 12:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670313 15:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670313 18:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670313 19:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670313 20:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670313 21:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670320 05:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670320 06:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670320 07:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670321 02:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670321 04:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670321 05:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670321 06:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670321 07:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670321 08:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670321 09:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670321 10:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670321 11:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670321 12:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670321 14:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670321 18:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670321 19:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670328 07:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670328 08:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670329 18:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670329 20:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670329 22:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 00:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 02:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 08:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 10:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 11:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 12:00,999.99
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 13:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 14:00,0.05
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 15:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 16:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 17:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 18:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 19:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 20:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 21:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 22:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670330 23:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670331 00:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670331 01:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670331 02:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670331 03:00,0.06
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670331 04:00,0.09
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670331 05:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670401 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670401 03:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670401 04:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670401 05:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670401 06:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670401 07:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670401 08:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670401 09:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670402 00:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670402 08:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670402 10:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670402 17:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670402 20:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670403 16:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670403 18:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670403 19:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670403 20:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670403 21:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670403 22:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670404 00:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670404 01:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670404 02:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670404 05:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670404 06:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670404 07:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670404 08:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670404 12:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670404 13:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670404 18:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670404 21:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670404 22:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670405 19:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670405 21:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670405 22:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670413 04:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670413 06:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670413 07:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670413 08:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670413 09:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670413 10:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670413 11:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670413 12:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670413 13:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670413 16:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670413 17:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670413 18:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670413 21:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670413 22:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670413 23:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670414 00:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670414 18:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670417 17:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670417 20:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670421 05:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670421 06:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670422 01:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670422 02:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670422 05:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670422 06:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670422 07:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670422 08:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670422 09:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670422 19:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670422 20:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670422 23:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670501 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670505 02:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670505 03:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670510 08:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670510 09:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670510 10:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670521 21:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670521 22:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670522 14:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670522 16:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670522 18:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670522 22:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670525 04:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670525 05:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670525 06:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670525 08:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670526 09:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670528 15:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670528 16:00,0.07
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670528 17:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670529 04:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670529 07:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670529 08:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670601 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670601 14:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670601 19:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670602 06:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670602 07:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670602 09:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670602 16:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670604 07:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670609 05:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670609 06:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670619 01:00,0.23
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670620 19:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670621 01:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670621 13:00,0.05
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670621 14:00,0.22
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670628 06:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670628 07:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670629 07:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670629 08:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670629 09:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670629 10:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670629 11:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670629 13:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670629 14:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670629 17:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670629 18:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670629 19:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670629 20:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670629 21:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670629 23:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670630 17:00,0.17
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670701 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670702 08:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670702 14:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670702 18:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670703 03:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670703 04:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670703 06:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670703 08:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670703 10:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670703 11:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670704 10:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670705 08:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670705 20:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670705 21:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670707 15:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670709 08:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670709 09:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670714 19:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670717 06:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670717 07:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670718 14:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670719 03:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670719 04:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670719 08:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670719 11:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670719 12:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670719 13:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670719 18:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670719 20:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670719 21:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670719 22:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670719 23:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670720 00:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670720 01:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670720 02:00,0.05
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670720 03:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670720 04:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670720 05:00,0.05
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670720 06:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670720 07:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670720 08:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670720 15:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670721 12:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670721 14:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670721 15:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670721 21:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670721 22:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670721 23:00,0.10
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670722 00:00,0.08
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670722 01:00,0.16
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670722 02:00,0.11
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670722 03:00,0.05
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670722 04:00,0.07
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670722 05:00,0.05
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670722 09:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670722 12:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670722 14:00,0.06
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670722 15:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 03:00,0.09
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 04:00,0.10
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 05:00,0.08
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 06:00,0.11
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 07:00,0.08
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 08:00,0.11
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 09:00,0.08
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 10:00,0.09
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 11:00,0.09
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 12:00,0.09
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 13:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 14:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 17:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 18:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 19:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 20:00,0.07
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 21:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 22:00,0.09
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670724 23:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670725 00:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670725 01:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670725 02:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670725 04:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670726 00:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670726 02:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670726 03:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670726 06:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670726 07:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670726 08:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670726 09:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670726 10:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670726 11:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670726 12:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670726 14:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670726 15:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670727 05:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670727 08:00,0.02
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670728 03:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670728 13:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670728 14:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670730 08:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670730 11:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670730 12:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670731 23:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670801 01:00,0.00
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670801 04:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670801 11:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670808 23:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670809 00:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670809 01:00,0.03
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670809 02:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670809 03:00,0.05
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670809 04:00,0.05
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670809 05:00,0.05
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670809 06:00,0.05
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670809 07:00,0.05
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670809 08:00,0.04
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670809 13:00,0.01
COOP:502968,FAIRBANKS INTERNATIONAL AIRPORT AK US,19670809 14:00,0.06
