Time,precip_mm_ERA5_4km,JUNEAU AIRPORT,month
1975-02-16,0.000,3.048,Feb
1975-02-17,0.000,13.716,Feb
1975-02-18,0.000,6.604,Feb
1975-02-19,0.000,10.160,Feb
1975-02-20,0.000,1.778,Feb
1975-02-21,0.000,28.702,Feb
1975-02-22,0.000,0.762,Feb
1975-02-23,0.000,9.906,Feb
1975-02-24,0.000,0.254,Feb
1975-02-25,0.000,0.254,Feb
1975-02-26,0.000,0.508,Feb
1975-02-27,0.000,1.524,Feb
1975-02-28,0.000,0.254,Feb
1975-03-01,0.000,0.000,Mar
1975-03-02,0.000,0.000,Mar
1975-03-03,0.000,0.000,Mar
1975-03-04,0.000,0.254,Mar
1975-03-05,0.000,2.286,Mar
1975-03-06,0.000,0.254,Mar
1975-03-07,0.000,0.000,Mar
1975-03-08,0.000,0.000,Mar
1975-03-09,0.000,0.000,Mar
1975-03-10,0.000,0.254,Mar
1975-03-11,0.000,2.032,Mar
1975-03-12,0.000,2.032,Mar
1975-03-13,0.000,0.508,Mar
1975-03-14,0.000,4.064,Mar
1975-03-15,0.000,0.000,Mar
1975-03-16,0.000,0.000,Mar
1975-03-17,0.000,0.000,Mar
1975-03-18,0.000,0.000,Mar
1975-03-19,0.000,0.254,Mar
1975-03-20,0.000,1.016,Mar
1975-03-21,0.000,0.000,Mar
1975-03-22,0.000,0.508,Mar
1975-03-23,0.000,1.524,Mar
1975-03-24,0.000,1.270,Mar
1975-03-25,0.000,1.016,Mar
1975-03-26,0.000,0.000,Mar
1975-03-27,0.000,7.620,Mar
1975-03-28,0.000,15.748,Mar
1975-03-29,0.000,11.430,Mar
1975-03-30,0.000,0.254,Mar
1975-03-31,0.000,4.064,Mar
1975-04-01,0.000,5.080,Apr
1975-04-02,0.000,0.254,Apr
1975-04-03,0.000,0.000,Apr
1975-04-04,0.000,0.000,Apr
1975-04-05,0.000,2.286,Apr
1975-04-06,0.000,19.050,Apr
1975-04-07,0.000,1.016,Apr
1975-04-08,0.000,0.254,Apr
1975-04-09,0.000,2.032,Apr
1975-04-10,0.000,2.032,Apr
1975-04-11,0.000,2.794,Apr
1975-04-12,0.000,7.112,Apr
1975-04-13,0.000,0.000,Apr
1975-04-14,0.000,0.000,Apr
1975-04-15,0.000,0.000,Apr
1975-04-16,0.000,0.000,Apr
1975-04-17,0.000,6.096,Apr
1975-04-18,0.000,12.700,Apr
1975-04-19,0.000,1.524,Apr
1975-04-20,0.000,4.572,Apr
1975-04-21,0.000,0.762,Apr
1975-04-22,0.000,0.762,Apr
1975-04-23,0.000,0.254,Apr
1975-04-24,0.000,0.000,Apr
1975-04-25,0.000,3.810,Apr
1975-04-26,0.000,0.254,Apr
1975-04-27,0.000,0.508,Apr
1975-04-28,0.000,4.826,Apr
1975-04-29,0.000,0.254,Apr
1975-04-30,0.000,0.000,Apr
1975-05-01,0.000,0.254,May
1975-05-02,0.000,0.254,May
1975-05-03,0.000,0.000,May
1975-05-04,0.000,7.874,May
1975-05-05,0.000,1.524,May
1975-05-06,0.000,2.540,May
1975-05-07,0.000,0.254,May
1975-05-08,0.000,0.254,May
1975-05-09,0.000,0.000,May
1975-05-10,0.000,0.000,May
1975-05-11,0.000,9.144,May
1975-05-12,0.000,5.334,May
1975-05-13,0.000,0.254,May
1975-05-14,0.000,0.000,May
1975-05-15,0.000,5.588,May
1975-05-16,0.000,1.778,May
1975-05-17,0.000,9.906,May
1975-05-18,0.000,0.254,May
1975-05-19,0.000,0.254,May
1975-05-20,0.000,7.620,May
1975-05-21,0.000,3.810,May
1975-05-22,0.000,5.588,May
1975-05-23,0.000,0.000,May
1975-05-24,0.000,0.000,May
1975-05-25,0.000,0.000,May
1975-05-26,0.000,0.254,May
1975-05-27,0.000,1.016,May
1975-05-28,0.000,14.478,May
1975-05-29,0.000,14.986,May
1975-05-30,0.000,0.000,May
1975-05-31,0.000,0.000,May
1975-06-01,0.000,1.778,Jun
1975-06-02,0.000,7.874,Jun
1975-06-03,0.000,0.254,Jun
1975-06-04,0.000,4.318,Jun
1975-06-05,0.000,0.254,Jun
1975-06-06,0.000,4.572,Jun
1975-06-07,0.000,6.604,Jun
1975-06-08,0.000,0.508,Jun
1975-06-09,0.000,7.874,Jun
1975-06-10,0.000,6.604,Jun
1975-06-11,0.000,0.254,Jun
1975-06-12,0.000,9.398,Jun
1975-06-13,0.000,8.382,Jun
1975-06-14,0.000,0.762,Jun
1975-06-15,0.000,0.000,Jun
1975-06-16,0.000,0.000,Jun
1975-06-17,0.000,0.000,Jun
1975-06-18,0.000,0.000,Jun
1975-06-19,0.000,0.254,Jun
1975-06-20,0.000,1.016,Jun
1975-06-21,0.000,0.254,Jun
1975-06-22,0.000,0.000,Jun
1975-06-23,0.000,0.000,Jun
1975-06-24,0.000,0.254,Jun
1975-06-25,0.000,1.270,Jun
1975-06-26,0.000,0.508,Jun
1975-06-27,0.000,1.016,Jun
1975-06-28,0.000,0.000,Jun
1975-06-29,0.000,0.254,Jun
1975-06-30,0.000,0.000,Jun
1975-07-01,0.000,7.112,Jul
1975-07-02,0.000,38.862,Jul
1975-07-03,0.000,3.810,Jul
1975-07-04,0.000,4.318,Jul
1975-07-05,0.000,0.000,Jul
1975-07-06,0.000,0.000,Jul
1975-07-07,0.000,0.000,Jul
1975-07-08,0.000,0.508,Jul
1975-07-09,0.000,0.000,Jul
1975-07-10,0.000,0.000,Jul
1975-07-11,0.000,4.064,Jul
1975-07-12,0.000,0.254,Jul
1975-07-13,0.000,0.254,Jul
1975-07-14,0.000,0.254,Jul
1975-07-15,0.000,0.254,Jul
1975-07-16,0.000,1.524,Jul
1975-07-17,0.000,0.254,Jul
1975-07-18,0.000,0.254,Jul
1975-07-19,0.000,5.588,Jul
1975-07-20,0.000,6.858,Jul
1975-07-21,0.000,1.524,Jul
1975-07-22,0.000,0.254,Jul
1975-07-23,0.000,10.922,Jul
1975-07-24,0.000,1.016,Jul
1975-07-25,0.000,3.810,Jul
1975-07-26,0.000,14.732,Jul
1975-07-27,0.000,12.700,Jul
1975-07-28,0.000,0.762,Jul
1975-07-29,0.000,0.254,Jul
1975-07-30,0.000,3.556,Jul
1975-07-31,0.000,3.302,Jul
1975-08-01,0.000,4.064,Aug
1975-08-02,0.000,0.254,Aug
1975-08-03,0.000,0.000,Aug
1975-08-04,0.000,0.254,Aug
1975-08-05,0.000,4.572,Aug
1975-08-06,0.000,2.286,Aug
1975-08-07,0.000,0.000,Aug
1975-08-08,0.000,1.016,Aug
1975-08-09,0.000,5.588,Aug
1975-08-10,0.000,2.032,Aug
1975-08-11,0.000,3.302,Aug
1975-08-12,0.000,1.778,Aug
1975-08-13,0.000,0.000,Aug
1975-08-14,0.000,0.000,Aug
1975-08-15,0.000,4.572,Aug
1975-08-16,0.000,0.508,Aug
1975-08-17,0.000,0.508,Aug
1975-08-18,0.000,0.000,Aug
1975-08-19,0.000,18.796,Aug
1975-08-20,0.000,9.144,Aug
1975-08-21,0.000,1.524,Aug
1975-08-22,0.000,0.000,Aug
1975-08-23,0.000,0.000,Aug
1975-08-24,0.000,0.254,Aug
1975-08-25,0.000,1.270,Aug
1975-08-26,0.000,0.000,Aug
1975-08-27,0.000,0.508,Aug
1975-08-28,0.000,2.286,Aug
1975-08-29,0.000,0.254,Aug
1975-08-30,0.000,0.000,Aug
1975-08-31,0.000,6.604,Aug
1975-09-01,0.000,14.986,Sep
1975-09-02,0.000,11.430,Sep
1975-09-03,0.000,14.478,Sep
1975-09-04,0.000,5.588,Sep
1975-09-05,0.000,0.508,Sep
1975-09-06,0.000,6.858,Sep
1975-09-07,0.000,4.064,Sep
1975-09-08,0.000,5.334,Sep
1975-09-09,0.000,2.540,Sep
1975-09-10,0.000,0.000,Sep
1975-09-11,0.000,0.762,Sep
1975-09-12,0.000,1.778,Sep
1975-09-13,0.000,24.638,Sep
1975-09-14,0.000,5.080,Sep
1975-09-15,0.000,3.810,Sep
1975-09-16,0.000,0.254,Sep
1975-09-17,0.000,0.254,Sep
1975-09-18,0.000,5.588,Sep
1975-09-19,0.000,7.366,Sep
1975-09-20,0.000,0.000,Sep
1975-09-21,0.000,0.000,Sep
1975-09-22,0.000,0.000,Sep
1975-09-23,0.000,0.000,Sep
1975-09-24,0.000,2.794,Sep
1975-09-25,0.000,7.874,Sep
1975-09-26,0.000,4.064,Sep
1975-09-27,0.000,13.208,Sep
1975-09-28,0.000,5.588,Sep
1975-09-29,0.000,12.954,Sep
1975-09-30,0.000,22.860,Sep
1975-10-01,0.000,3.556,Oct
1975-10-02,0.000,0.254,Oct
1975-10-03,0.000,5.588,Oct
1975-10-04,0.000,1.778,Oct
1975-10-05,0.000,0.000,Oct
1975-10-06,0.000,0.000,Oct
1975-10-07,0.000,0.000,Oct
1975-10-08,0.000,0.000,Oct
1975-10-09,0.000,0.000,Oct
1975-10-10,0.000,0.000,Oct
1975-10-11,0.000,0.254,Oct
1975-10-12,0.000,9.652,Oct
1975-10-13,0.000,8.890,Oct
1975-10-14,0.000,0.254,Oct
1975-10-15,0.000,12.192,Oct
1975-10-16,0.000,4.318,Oct
1975-10-17,0.000,0.254,Oct
1975-10-18,0.000,3.302,Oct
1975-10-19,0.000,6.350,Oct
1975-10-20,0.000,2.794,Oct
1975-10-21,0.000,0.762,Oct
1975-10-22,0.000,8.382,Oct
1975-10-23,0.000,1.524,Oct
1975-10-24,0.000,2.794,Oct
1975-10-25,0.000,0.000,Oct
1975-10-26,0.000,0.000,Oct
1975-10-27,0.000,0.000,Oct
1975-10-28,0.000,0.000,Oct
1975-10-29,0.000,1.270,Oct
1975-10-30,0.000,12.192,Oct
1975-10-31,0.000,3.810,Oct
1975-11-01,0.000,5.334,Nov
1975-11-02,0.000,12.192,Nov
1975-11-03,0.000,7.620,Nov
1975-11-04,0.000,5.842,Nov
1975-11-05,0.000,0.762,Nov
1975-11-06,0.000,0.000,Nov
1975-11-07,0.000,0.254,Nov
1975-11-08,0.000,0.762,Nov
1975-11-09,0.000,0.254,Nov
1975-11-10,0.000,8.890,Nov
1975-11-11,0.000,20.320,Nov
1975-11-12,0.000,0.508,Nov
1975-11-13,0.000,0.254,Nov
1975-11-14,0.000,0.254,Nov
1975-11-15,0.000,0.254,Nov
1975-11-16,0.000,0.508,Nov
1975-11-17,0.000,0.508,Nov
1975-11-18,0.000,0.254,Nov
1975-11-19,0.000,0.000,Nov
1975-11-20,0.000,0.000,Nov
1975-11-21,0.000,0.254,Nov
1975-11-22,0.000,0.000,Nov
1975-11-23,0.000,2.286,Nov
1975-11-24,0.000,2.794,Nov
1975-11-25,0.000,2.032,Nov
1975-11-26,0.000,0.000,Nov
1975-11-27,0.000,0.000,Nov
1975-11-28,0.000,0.000,Nov
1975-11-29,0.000,1.016,Nov
1975-11-30,0.000,0.254,Nov
1975-12-01,0.000,0.508,Dec
1975-12-02,0.000,0.254,Dec
1975-12-03,0.000,0.000,Dec
1975-12-04,0.000,2.540,Dec
1975-12-05,0.000,4.064,Dec
1975-12-06,0.000,13.970,Dec
1975-12-07,0.000,18.542,Dec
1975-12-08,0.000,9.398,Dec
1975-12-09,0.000,2.540,Dec
1975-12-10,0.000,3.810,Dec
1975-12-11,0.000,3.556,Dec
1975-12-12,0.000,0.508,Dec
1975-12-13,0.000,1.270,Dec
1975-12-14,0.000,10.668,Dec
1975-12-15,0.000,0.254,Dec
1975-12-16,0.000,12.192,Dec
1975-12-17,0.000,3.810,Dec
1975-12-18,0.000,25.146,Dec
1975-12-19,0.000,12.954,Dec
1975-12-20,0.000,0.000,Dec
1975-12-21,0.000,0.254,Dec
1975-12-22,0.000,3.302,Dec
1975-12-23,0.000,3.048,Dec
1975-12-24,0.000,7.112,Dec
1975-12-25,0.000,2.794,Dec
1975-12-26,0.000,2.032,Dec
1975-12-27,0.000,2.794,Dec
1975-12-28,0.000,0.000,Dec
1975-12-29,0.000,0.000,Dec
1975-12-30,0.000,0.000,Dec
1975-12-31,0.000,1.016,Dec
1976-01-01,0.000,5.842,Jan
1976-01-02,0.000,2.540,Jan
1976-01-03,0.000,12.192,Jan
1976-01-04,0.000,0.254,Jan
1976-01-05,0.000,0.000,Jan
1976-01-06,0.000,0.000,Jan
1976-01-07,0.000,0.508,Jan
1976-01-08,0.000,4.064,Jan
1976-01-09,0.000,4.826,Jan
1976-01-10,0.000,3.556,Jan
1976-01-11,0.000,0.762,Jan
1976-01-12,0.000,0.254,Jan
1976-01-13,0.000,0.254,Jan
1976-01-14,0.000,1.270,Jan
1976-01-15,0.000,4.826,Jan
1976-01-16,0.000,14.224,Jan
1976-01-17,0.000,4.318,Jan
1976-01-18,0.000,46.736,Jan
1976-01-19,0.000,18.288,Jan
1976-01-20,0.000,18.542,Jan
1976-01-21,0.000,2.540,Jan
1976-01-22,0.000,3.556,Jan
1976-01-23,0.000,0.254,Jan
1976-01-24,0.000,0.000,Jan
1976-01-25,0.000,9.906,Jan
1976-01-26,0.000,10.922,Jan
1976-01-27,0.000,3.810,Jan
1976-01-28,0.000,0.254,Jan
1976-01-29,0.000,9.906,Jan
1976-01-30,0.000,24.892,Jan
1976-01-31,0.000,0.254,Jan
1976-02-01,0.000,27.432,Feb
1976-02-02,0.000,2.540,Feb
1976-02-03,0.000,0.000,Feb
1976-02-04,0.000,0.000,Feb
1976-02-05,0.000,0.000,Feb
1976-02-06,0.000,17.018,Feb
1976-02-07,0.000,33.274,Feb
1976-02-08,0.000,7.112,Feb
1976-02-09,0.000,1.270,Feb
1976-02-10,0.000,3.810,Feb
1976-02-11,0.000,2.032,Feb
1976-02-12,0.000,1.016,Feb
1976-02-13,0.000,0.254,Feb
1976-02-14,0.000,0.254,Feb
1976-02-15,0.000,0.254,Feb
1976-02-16,0.000,0.000,Feb
1976-02-17,0.000,0.000,Feb
1976-02-18,0.000,0.000,Feb
1976-02-19,0.000,1.270,Feb
1976-02-20,0.000,3.302,Feb
1976-02-21,0.000,11.176,Feb
1976-02-22,0.000,5.080,Feb
1976-02-23,0.000,5.334,Feb
1976-02-24,0.000,0.762,Feb
1976-02-25,0.000,0.254,Feb
1976-02-26,0.000,0.000,Feb
1976-02-27,0.000,0.000,Feb
1976-02-28,0.000,0.000,Feb
1976-02-29,0.000,0.000,Feb
1976-03-01,0.000,0.000,Mar
1976-03-02,0.000,0.508,Mar
1976-03-03,0.000,1.524,Mar
1976-03-04,0.000,3.556,Mar
1976-03-05,0.000,0.762,Mar
1976-03-06,0.000,0.254,Mar
1976-03-07,0.000,2.540,Mar
1976-03-08,0.000,0.254,Mar
1976-03-09,0.000,0.508,Mar
1976-03-10,0.000,0.254,Mar
1976-03-11,0.000,5.842,Mar
1976-03-12,0.000,0.762,Mar
1976-03-13,0.000,1.778,Mar
1976-03-14,0.000,3.556,Mar
1976-03-15,0.000,6.604,Mar
1976-03-16,0.000,18.542,Mar
1976-03-17,0.000,3.556,Mar
1976-03-18,0.000,7.112,Mar
1976-03-19,0.000,0.508,Mar
1976-03-20,0.000,0.000,Mar
1976-03-21,0.000,1.016,Mar
1976-03-22,0.000,0.254,Mar
1976-03-23,0.000,1.016,Mar
1976-03-24,0.000,0.000,Mar
1976-03-25,0.000,0.762,Mar
1976-03-26,0.000,6.858,Mar
1976-03-27,0.000,5.334,Mar
1976-03-28,0.000,2.540,Mar
1976-03-29,0.000,7.620,Mar
1976-03-30,0.000,4.572,Mar
1976-03-31,0.000,3.810,Mar
1976-04-01,0.000,0.762,Apr
1976-04-02,0.000,0.254,Apr
1976-04-03,0.000,5.842,Apr
1976-04-04,0.000,12.954,Apr
1976-04-05,0.000,3.302,Apr
1976-04-06,0.000,4.064,Apr
1976-04-07,0.000,1.524,Apr
1976-04-08,0.000,0.254,Apr
1976-04-09,0.000,0.254,Apr
1976-04-10,0.000,0.254,Apr
1976-04-11,0.000,1.016,Apr
1976-04-12,0.000,0.254,Apr
1976-04-13,0.000,8.636,Apr
1976-04-14,0.000,3.302,Apr
1976-04-15,0.000,0.000,Apr
1976-04-16,0.000,0.000,Apr
1976-04-17,0.000,0.254,Apr
1976-04-18,0.000,2.032,Apr
1976-04-19,0.000,5.080,Apr
1976-04-20,0.000,0.508,Apr
1976-04-21,0.000,0.254,Apr
1976-04-22,0.000,0.000,Apr
1976-04-23,0.000,0.254,Apr
1976-04-24,0.000,2.540,Apr
1976-04-25,0.000,2.540,Apr
1976-04-26,0.000,0.000,Apr
1976-04-27,0.000,0.000,Apr
1976-04-28,0.000,0.000,Apr
1976-04-29,0.000,0.000,Apr
1976-04-30,0.000,0.000,Apr
1976-05-01,0.000,6.858,May
1976-05-02,0.000,2.286,May
1976-05-03,0.000,11.176,May
1976-05-04,0.000,0.508,May
1976-05-05,0.000,4.318,May
1976-05-06,0.000,6.096,May
1976-05-07,0.000,8.128,May
1976-05-08,0.000,0.254,May
1976-05-09,0.000,16.764,May
1976-05-10,0.000,4.064,May
1976-05-11,0.000,1.778,May
1976-05-12,0.000,0.762,May
1976-05-13,0.000,0.254,May
1976-05-14,0.000,1.524,May
1976-05-15,0.000,0.508,May
1976-05-16,0.000,0.000,May
1976-05-17,0.000,0.508,May
1976-05-18,0.000,0.508,May
1976-05-19,0.000,0.254,May
1976-05-20,0.000,0.254,May
1976-05-21,0.000,0.254,May
1976-05-22,0.000,0.508,May
1976-05-23,0.000,1.016,May
1976-05-24,0.000,0.000,May
1976-05-25,0.000,2.032,May
1976-05-26,0.000,17.526,May
1976-05-27,0.000,0.254,May
1976-05-28,0.000,0.254,May
1976-05-29,0.000,0.254,May
1976-05-30,0.000,0.000,May
1976-05-31,0.000,0.254,May
1976-06-01,0.000,0.000,Jun
1976-06-02,0.000,0.000,Jun
1976-06-03,0.000,0.254,Jun
1976-06-04,0.000,0.254,Jun
1976-06-05,0.000,0.000,Jun
1976-06-06,0.000,0.000,Jun
1976-06-07,0.000,0.000,Jun
1976-06-08,0.000,6.604,Jun
1976-06-09,0.000,0.254,Jun
1976-06-10,0.000,5.334,Jun
1976-06-11,0.000,7.366,Jun
1976-06-12,0.000,2.286,Jun
1976-06-13,0.000,3.302,Jun
1976-06-14,0.000,2.540,Jun
1976-06-15,0.000,0.000,Jun
1976-06-16,0.000,0.254,Jun
1976-06-17,0.000,3.810,Jun
1976-06-18,0.000,8.382,Jun
1976-06-19,0.000,0.762,Jun
1976-06-20,0.000,4.064,Jun
1976-06-21,0.000,0.254,Jun
1976-06-22,0.000,6.858,Jun
1976-06-23,0.000,3.556,Jun
1976-06-24,0.000,3.810,Jun
1976-06-25,0.000,0.254,Jun
1976-06-26,0.000,0.254,Jun
1976-06-27,0.000,0.000,Jun
1976-06-28,0.000,0.000,Jun
1976-06-29,0.000,0.254,Jun
1976-06-30,0.000,26.416,Jun
1976-07-01,0.000,1.778,Jul
1976-07-02,0.000,0.254,Jul
1976-07-03,0.000,0.254,Jul
1976-07-04,0.000,1.270,Jul
1976-07-05,0.000,0.762,Jul
1976-07-06,0.000,0.254,Jul
1976-07-07,0.000,0.000,Jul
1976-07-08,0.000,2.540,Jul
1976-07-09,0.000,18.542,Jul
1976-07-10,0.000,0.254,Jul
1976-07-11,0.000,0.000,Jul
1976-07-12,0.000,0.254,Jul
1976-07-13,0.000,9.398,Jul
1976-07-14,0.000,6.604,Jul
1976-07-15,0.000,3.556,Jul
1976-07-16,0.000,2.032,Jul
1976-07-17,0.000,0.254,Jul
1976-07-18,0.000,0.000,Jul
1976-07-19,0.000,0.000,Jul
1976-07-20,0.000,1.270,Jul
1976-07-21,0.000,4.318,Jul
1976-07-22,0.000,0.254,Jul
1976-07-23,0.000,0.254,Jul
1976-07-24,0.000,1.778,Jul
1976-07-25,0.000,1.524,Jul
1976-07-26,0.000,0.762,Jul
1976-07-27,0.000,6.350,Jul
1976-07-28,0.000,0.000,Jul
1976-07-29,0.000,0.000,Jul
1976-07-30,0.000,0.000,Jul
1976-07-31,0.000,0.000,Jul
1976-08-01,0.000,0.000,Aug
1976-08-02,0.000,0.000,Aug
1976-08-03,0.000,0.000,Aug
1976-08-04,0.000,0.000,Aug
1976-08-05,0.000,0.254,Aug
1976-08-06,0.000,0.000,Aug
1976-08-07,0.000,3.302,Aug
1976-08-08,0.000,14.478,Aug
1976-08-09,0.000,6.858,Aug
1976-08-10,0.000,12.446,Aug
1976-08-11,0.000,5.588,Aug
1976-08-12,0.000,6.604,Aug
1976-08-13,0.000,0.254,Aug
1976-08-14,0.000,0.000,Aug
1976-08-15,0.000,0.254,Aug
1976-08-16,0.000,0.000,Aug
1976-08-17,0.000,0.000,Aug
1976-08-18,0.000,7.620,Aug
1976-08-19,0.000,4.064,Aug
1976-08-20,0.000,7.112,Aug
1976-08-21,0.000,0.254,Aug
1976-08-22,0.000,0.254,Aug
1976-08-23,0.000,0.254,Aug
1976-08-24,0.000,0.000,Aug
1976-08-25,0.000,0.000,Aug
1976-08-26,0.000,0.762,Aug
1976-08-27,0.000,5.588,Aug
1976-08-28,0.000,2.286,Aug
1976-08-29,0.000,1.016,Aug
1976-08-30,0.000,0.000,Aug
1976-08-31,0.000,2.032,Aug
1976-09-01,0.000,2.286,Sep
1976-09-02,0.000,0.508,Sep
1976-09-03,0.000,7.874,Sep
1976-09-04,0.000,0.254,Sep
1976-09-05,0.000,0.254,Sep
1976-09-06,0.000,0.254,Sep
1976-09-07,0.000,3.810,Sep
1976-09-08,0.000,24.130,Sep
1976-09-09,0.000,10.668,Sep
1976-09-10,0.000,0.000,Sep
1976-09-11,0.000,0.254,Sep
1976-09-12,0.000,0.254,Sep
1976-09-13,0.000,5.080,Sep
1976-09-14,0.000,32.258,Sep
1976-09-15,0.000,1.524,Sep
1976-09-16,0.000,7.112,Sep
1976-09-17,0.000,0.000,Sep
1976-09-18,0.000,1.016,Sep
1976-09-19,0.000,1.270,Sep
1976-09-20,0.000,0.000,Sep
1976-09-21,0.000,10.668,Sep
1976-09-22,0.000,4.826,Sep
1976-09-23,0.000,0.000,Sep
1976-09-24,0.000,4.064,Sep
1976-09-25,0.000,19.812,Sep
1976-09-26,0.000,42.672,Sep
1976-09-27,0.000,17.018,Sep
1976-09-28,0.000,10.668,Sep
1976-09-29,0.000,1.778,Sep
1976-09-30,0.000,1.778,Sep
1976-10-01,0.000,4.826,Oct
1976-10-02,0.000,0.000,Oct
1976-10-03,0.000,3.048,Oct
1976-10-04,0.000,0.762,Oct
1976-10-05,0.000,0.000,Oct
1976-10-06,0.000,4.572,Oct
1976-10-07,0.000,3.556,Oct
1976-10-08,0.000,5.080,Oct
1976-10-09,0.000,6.858,Oct
1976-10-10,0.000,3.556,Oct
1976-10-11,0.000,6.096,Oct
1976-10-12,0.000,13.208,Oct
1976-10-13,0.000,4.826,Oct
1976-10-14,0.000,0.254,Oct
1976-10-15,0.000,2.032,Oct
1976-10-16,0.000,0.508,Oct
1976-10-17,0.000,5.588,Oct
1976-10-18,0.000,5.334,Oct
1976-10-19,0.000,0.000,Oct
1976-10-20,0.000,0.254,Oct
1976-10-21,0.000,0.000,Oct
1976-10-22,0.000,0.000,Oct
1976-10-23,0.000,0.000,Oct
1976-10-24,0.000,0.254,Oct
1976-10-25,0.000,14.478,Oct
1976-10-26,0.000,38.354,Oct
1976-10-27,0.000,7.366,Oct
1976-10-28,0.000,1.778,Oct
1976-10-29,0.000,0.508,Oct
1976-10-30,0.000,19.812,Oct
1976-10-31,0.000,5.080,Oct
1976-11-01,0.000,6.096,Nov
1976-11-02,0.000,34.290,Nov
1976-11-03,0.000,10.668,Nov
1976-11-04,0.000,0.762,Nov
1976-11-05,0.000,5.842,Nov
1976-11-06,0.000,11.938,Nov
1976-11-07,0.000,1.778,Nov
1976-11-08,0.000,2.794,Nov
1976-11-09,0.000,0.254,Nov
1976-11-10,0.000,1.016,Nov
1976-11-11,0.000,1.016,Nov
1976-11-12,0.000,0.254,Nov
1976-11-13,0.000,0.254,Nov
1976-11-14,0.000,2.032,Nov
1976-11-15,0.000,2.794,Nov
1976-11-16,0.000,5.842,Nov
1976-11-17,0.000,5.842,Nov
1976-11-18,0.000,5.842,Nov
1976-11-19,0.000,5.842,Nov
1976-11-20,0.000,0.254,Nov
1976-11-21,0.000,2.794,Nov
1976-11-22,0.000,13.208,Nov
1976-11-23,0.000,1.524,Nov
1976-11-24,0.000,2.794,Nov
1976-11-25,0.000,1.270,Nov
1976-11-26,0.000,0.508,Nov
1976-11-27,0.000,1.778,Nov
1976-11-28,0.000,0.254,Nov
1976-11-29,0.000,0.508,Nov
1976-11-30,0.000,1.524,Nov
1976-12-01,0.000,2.794,Dec
1976-12-02,0.000,0.254,Dec
1976-12-03,0.000,1.778,Dec
1976-12-04,0.000,8.382,Dec
1976-12-05,0.000,16.002,Dec
1976-12-06,0.000,4.826,Dec
1976-12-07,0.000,0.508,Dec
1976-12-08,0.000,0.508,Dec
1976-12-09,0.000,14.478,Dec
1976-12-10,0.000,9.144,Dec
1976-12-11,0.000,4.064,Dec
1976-12-12,0.000,23.114,Dec
1976-12-13,0.000,6.350,Dec
1976-12-14,0.000,2.286,Dec
1976-12-15,0.000,0.508,Dec
1976-12-16,0.000,0.254,Dec
1976-12-17,0.000,0.000,Dec
1976-12-18,0.000,0.000,Dec
1976-12-19,0.000,5.080,Dec
1976-12-20,0.000,0.254,Dec
1976-12-21,0.000,4.826,Dec
1976-12-22,0.000,10.414,Dec
1976-12-23,0.000,5.080,Dec
1976-12-24,0.000,0.254,Dec
1976-12-25,0.000,7.366,Dec
1976-12-26,0.000,3.302,Dec
1976-12-27,0.000,7.112,Dec
1976-12-28,0.000,1.270,Dec
1976-12-29,0.000,0.000,Dec
1976-12-30,0.000,2.032,Dec
1976-12-31,0.000,0.254,Dec
1977-01-01,0.000,0.000,Jan
1977-01-02,0.000,0.000,Jan
1977-01-03,0.000,0.254,Jan
1977-01-04,0.000,0.254,Jan
1977-01-05,0.000,18.542,Jan
1977-01-06,0.000,8.890,Jan
1977-01-07,0.000,0.254,Jan
1977-01-08,0.000,2.286,Jan
1977-01-09,0.000,0.254,Jan
1977-01-10,0.000,3.556,Jan
1977-01-11,0.000,4.826,Jan
1977-01-12,0.000,0.762,Jan
1977-01-13,0.000,1.778,Jan
1977-01-14,0.000,0.254,Jan
1977-01-15,0.000,0.254,Jan
1977-01-16,0.000,1.270,Jan
1977-01-17,0.000,5.334,Jan
1977-01-18,0.000,1.778,Jan
1977-01-19,0.000,0.254,Jan
1977-01-20,0.000,3.556,Jan
1977-01-21,0.000,5.080,Jan
1977-01-22,0.000,3.302,Jan
1977-01-23,0.000,1.524,Jan
1977-01-24,0.000,0.508,Jan
1977-01-25,0.000,3.302,Jan
1977-01-26,0.000,0.762,Jan
1977-01-27,0.000,0.508,Jan
1977-01-28,0.000,0.254,Jan
1977-01-29,0.000,29.464,Jan
1977-01-30,0.000,12.954,Jan
1977-01-31,0.000,5.842,Jan
1977-02-01,0.000,6.604,Feb
1977-02-02,0.000,7.874,Feb
1977-02-03,0.000,0.254,Feb
1977-02-04,0.000,1.270,Feb
1977-02-05,0.000,0.508,Feb
1977-02-06,0.000,3.556,Feb
1977-02-07,0.000,7.620,Feb
1977-02-08,0.000,6.096,Feb
1977-02-09,0.000,3.302,Feb
1977-02-10,0.000,0.254,Feb
1977-02-11,0.000,1.524,Feb
1977-02-12,0.000,2.032,Feb
1977-02-13,0.000,9.144,Feb
1977-02-14,0.000,15.240,Feb
1977-02-15,0.000,3.556,Feb
1977-02-16,0.000,6.858,Feb
1977-02-17,0.000,0.762,Feb
1977-02-18,0.000,11.176,Feb
1977-02-19,0.000,1.270,Feb
1977-02-20,0.000,0.254,Feb
1977-02-21,0.000,0.762,Feb
1977-02-22,0.000,4.064,Feb
1977-02-23,0.000,3.556,Feb
1977-02-24,0.000,3.810,Feb
1977-02-25,0.000,0.254,Feb
