Time,precip_mm_ERA5_12km,BARROW AIRPORT,month
1978-02-28,0.000,0.254,Feb
1978-03-01,0.062,0.000,Mar
1978-03-02,0.027,0.254,Mar
1978-03-03,1.745,0.762,Mar
1978-03-04,0.717,0.254,Mar
1978-03-05,0.004,0.254,Mar
1978-03-06,0.064,0.000,Mar
1978-03-07,0.033,0.000,Mar
1978-03-08,0.648,0.254,Mar
1978-03-09,0.406,0.508,Mar
1978-03-10,0.039,0.254,Mar
1978-03-11,0.044,0.000,Mar
1978-03-12,0.030,0.254,Mar
1978-03-13,0.059,0.254,Mar
1978-03-14,0.535,0.254,Mar
1978-03-15,0.199,0.254,Mar
1978-03-16,0.014,0.254,Mar
1978-03-17,0.022,0.254,Mar
1978-03-18,1.107,0.254,Mar
1978-03-19,0.196,0.254,Mar
1978-03-20,0.019,0.000,Mar
1978-03-21,0.008,0.000,Mar
1978-03-22,0.002,0.000,Mar
1978-03-23,0.008,0.254,Mar
1978-03-24,0.000,0.254,Mar
1978-03-25,0.001,0.254,Mar
1978-03-26,0.026,0.254,Mar
1978-03-27,0.247,0.254,Mar
1978-03-28,0.072,0.254,Mar
1978-03-29,0.084,0.254,Mar
1978-03-30,0.026,0.254,Mar
1978-03-31,0.043,0.254,Mar
1978-04-01,0.132,0.254,Apr
1978-04-02,0.043,0.254,Apr
1978-04-03,0.061,0.254,Apr
1978-04-04,0.017,0.254,Apr
1978-04-05,0.005,0.254,Apr
1978-04-06,0.014,0.254,Apr
1978-04-07,0.034,0.254,Apr
1978-04-08,0.035,0.254,Apr
1978-04-09,0.031,0.254,Apr
1978-04-10,0.034,0.000,Apr
1978-04-11,0.008,0.000,Apr
1978-04-12,0.022,0.254,Apr
1978-04-13,0.011,0.254,Apr
1978-04-14,3.044,0.508,Apr
1978-04-15,0.436,2.540,Apr
1978-04-16,0.263,0.254,Apr
1978-04-17,1.463,0.254,Apr
1978-04-18,0.458,0.254,Apr
1978-04-19,0.065,0.000,Apr
1978-04-20,0.103,0.000,Apr
1978-04-21,0.081,0.000,Apr
1978-04-22,0.000,0.000,Apr
1978-04-23,0.001,0.000,Apr
1978-04-24,0.000,0.000,Apr
1978-04-25,0.002,0.000,Apr
1978-04-26,0.000,0.000,Apr
1978-04-27,0.034,0.254,Apr
1978-04-28,0.357,0.254,Apr
1978-04-29,0.060,0.254,Apr
1978-04-30,0.025,0.254,Apr
1978-05-01,0.060,0.254,May
1978-05-02,0.098,0.254,May
1978-05-03,0.082,0.254,May
1978-05-04,0.093,0.254,May
1978-05-05,0.058,0.254,May
1978-05-06,0.049,0.000,May
1978-05-07,0.092,0.254,May
1978-05-08,0.039,0.254,May
1978-05-09,0.000,0.000,May
1978-05-10,0.000,0.000,May
1978-05-11,0.073,0.254,May
1978-05-12,0.016,0.254,May
1978-05-13,0.012,0.254,May
1978-05-14,0.009,0.254,May
1978-05-15,0.039,0.254,May
1978-05-16,0.074,0.254,May
1978-05-17,0.013,0.254,May
1978-05-18,0.005,0.254,May
1978-05-19,0.020,0.000,May
1978-05-20,0.038,0.254,May
1978-05-21,0.083,0.254,May
1978-05-22,0.134,0.254,May
1978-05-23,0.139,0.254,May
1978-05-24,0.000,0.254,May
1978-05-25,0.005,0.254,May
1978-05-26,0.021,0.254,May
1978-05-27,0.000,0.254,May
1978-05-28,0.001,0.254,May
1978-05-29,0.000,0.254,May
1978-05-30,0.037,0.254,May
1978-05-31,0.075,0.000,May
1978-06-01,0.152,0.254,Jun
1978-06-02,0.002,0.254,Jun
1978-06-03,0.016,0.254,Jun
1978-06-04,0.713,1.016,Jun
1978-06-05,3.856,0.254,Jun
1978-06-06,6.773,0.254,Jun
1978-06-07,1.553,0.254,Jun
1978-06-08,0.024,0.000,Jun
1978-06-09,0.021,0.254,Jun
1978-06-10,0.012,0.254,Jun
1978-06-11,0.103,0.254,Jun
1978-06-12,0.690,0.254,Jun
1978-06-13,0.591,0.254,Jun
1978-06-14,0.004,0.254,Jun
1978-06-15,0.000,0.254,Jun
1978-06-16,0.000,0.254,Jun
1978-06-17,0.000,0.000,Jun
1978-06-18,0.492,0.254,Jun
1978-06-19,0.195,0.254,Jun
1978-06-20,0.105,0.254,Jun
1978-06-21,0.459,0.254,Jun
1978-06-22,0.007,0.254,Jun
1978-06-23,0.045,0.254,Jun
1978-06-24,0.223,0.254,Jun
1978-06-25,0.283,0.254,Jun
1978-06-26,0.012,0.254,Jun
1978-06-27,0.136,0.000,Jun
1978-06-28,2.341,0.254,Jun
1978-06-29,1.583,4.064,Jun
1978-06-30,0.802,3.556,Jun
1978-07-01,8.656,0.508,Jul
1978-07-02,2.031,0.762,Jul
1978-07-03,0.665,0.254,Jul
1978-07-04,2.504,0.508,Jul
1978-07-05,0.538,0.254,Jul
1978-07-06,0.453,0.254,Jul
1978-07-07,1.089,0.254,Jul
1978-07-08,0.633,0.254,Jul
1978-07-09,2.237,1.270,Jul
1978-07-10,0.345,0.000,Jul
1978-07-11,0.860,0.508,Jul
1978-07-12,0.209,0.508,Jul
1978-07-13,0.521,0.254,Jul
1978-07-14,0.569,0.254,Jul
1978-07-15,0.529,0.000,Jul
1978-07-16,0.254,0.254,Jul
1978-07-17,0.365,0.000,Jul
1978-07-18,0.200,0.000,Jul
1978-07-19,0.147,0.000,Jul
1978-07-20,0.223,0.254,Jul
1978-07-21,0.130,0.254,Jul
1978-07-22,2.526,0.254,Jul
1978-07-23,0.040,0.254,Jul
1978-07-24,0.014,0.254,Jul
1978-07-25,0.002,0.254,Jul
1978-07-26,0.023,0.254,Jul
1978-07-27,2.668,1.016,Jul
1978-07-28,1.028,0.254,Jul
1978-07-29,1.831,4.064,Jul
1978-07-30,0.196,2.540,Jul
1978-07-31,4.048,5.588,Jul
1978-08-01,0.754,5.588,Aug
1978-08-02,3.311,0.254,Aug
1978-08-03,0.071,0.000,Aug
1978-08-04,0.179,0.000,Aug
1978-08-05,0.109,0.254,Aug
1978-08-06,0.096,0.254,Aug
1978-08-07,0.081,0.254,Aug
1978-08-08,0.104,0.254,Aug
1978-08-09,0.063,0.254,Aug
1978-08-10,0.078,0.254,Aug
1978-08-11,0.043,0.254,Aug
1978-08-12,0.129,0.254,Aug
1978-08-13,0.223,0.254,Aug
1978-08-14,0.008,0.254,Aug
1978-08-15,0.000,0.254,Aug
1978-08-16,0.002,0.254,Aug
1978-08-17,0.096,0.254,Aug
1978-08-18,0.156,0.000,Aug
1978-08-19,0.205,0.254,Aug
1978-08-20,0.132,0.254,Aug
1978-08-21,0.499,0.254,Aug
1978-08-22,0.569,0.254,Aug
1978-08-23,0.005,0.254,Aug
1978-08-24,0.000,0.000,Aug
1978-08-25,1.965,1.778,Aug
1978-08-26,1.956,0.254,Aug
1978-08-27,5.734,3.556,Aug
1978-08-28,2.077,1.016,Aug
1978-08-29,0.001,0.254,Aug
1978-08-30,0.063,0.254,Aug
1978-08-31,0.494,0.254,Aug
1978-09-01,0.312,0.254,Sep
1978-09-02,0.314,0.254,Sep
1978-09-03,0.274,1.524,Sep
1978-09-04,0.187,3.048,Sep
1978-09-05,1.000,1.016,Sep
1978-09-06,0.049,0.254,Sep
1978-09-07,0.204,0.000,Sep
1978-09-08,0.377,0.254,Sep
1978-09-09,0.188,0.254,Sep
1978-09-10,0.093,1.524,Sep
1978-09-11,0.190,0.254,Sep
1978-09-12,0.161,0.254,Sep
1978-09-13,1.210,2.032,Sep
1978-09-14,0.356,0.254,Sep
1978-09-15,0.294,0.254,Sep
1978-09-16,0.000,0.000,Sep
1978-09-17,0.002,0.254,Sep
1978-09-18,0.026,0.254,Sep
1978-09-19,0.111,0.508,Sep
1978-09-20,1.925,1.778,Sep
1978-09-21,1.801,2.286,Sep
1978-09-22,0.488,0.762,Sep
1978-09-23,1.063,0.254,Sep
1978-09-24,1.111,0.254,Sep
1978-09-25,12.694,12.192,Sep
1978-09-26,0.748,0.254,Sep
1978-09-27,0.056,0.254,Sep
1978-09-28,0.029,0.254,Sep
1978-09-29,0.186,0.254,Sep
1978-09-30,0.235,0.254,Sep
1978-10-01,0.047,0.254,Oct
1978-10-02,0.056,0.254,Oct
1978-10-03,0.115,0.254,Oct
1978-10-04,0.256,0.254,Oct
1978-10-05,0.050,0.254,Oct
1978-10-06,0.126,0.254,Oct
1978-10-07,0.574,0.508,Oct
1978-10-08,0.297,0.254,Oct
1978-10-09,0.029,0.254,Oct
1978-10-10,0.560,0.762,Oct
1978-10-11,3.188,0.762,Oct
1978-10-12,0.032,0.254,Oct
1978-10-13,0.054,0.254,Oct
1978-10-14,0.724,0.254,Oct
1978-10-15,0.137,0.508,Oct
1978-10-16,0.436,0.254,Oct
1978-10-17,0.088,0.254,Oct
1978-10-18,0.131,0.254,Oct
1978-10-19,0.247,0.254,Oct
1978-10-20,0.100,0.254,Oct
1978-10-21,0.612,0.254,Oct
1978-10-22,0.222,0.000,Oct
1978-10-23,0.513,0.254,Oct
1978-10-24,0.338,0.000,Oct
1978-10-25,0.081,0.254,Oct
1978-10-26,0.141,0.254,Oct
1978-10-27,0.194,0.254,Oct
1978-10-28,0.323,0.254,Oct
1978-10-29,0.062,0.000,Oct
1978-10-30,0.259,0.254,Oct
1978-10-31,0.385,0.254,Oct
1978-11-01,0.205,0.000,Nov
1978-11-02,0.311,0.000,Nov
1978-11-03,0.058,0.254,Nov
1978-11-04,0.017,0.254,Nov
1978-11-05,1.267,0.254,Nov
1978-11-06,1.949,0.254,Nov
1978-11-07,0.124,0.254,Nov
1978-11-08,2.855,1.524,Nov
1978-11-09,2.602,0.508,Nov
1978-11-10,1.449,0.254,Nov
1978-11-11,0.561,1.016,Nov
1978-11-12,2.814,1.270,Nov
1978-11-13,0.204,0.254,Nov
1978-11-14,0.038,0.000,Nov
1978-11-15,0.001,0.000,Nov
1978-11-16,0.000,0.000,Nov
1978-11-17,0.000,0.000,Nov
1978-11-18,0.001,0.254,Nov
1978-11-19,5.570,0.762,Nov
1978-11-20,2.944,0.762,Nov
1978-11-21,3.729,0.254,Nov
1978-11-22,0.209,1.016,Nov
1978-11-23,0.073,0.254,Nov
1978-11-24,0.005,0.000,Nov
1978-11-25,0.002,0.000,Nov
1978-11-26,1.904,0.000,Nov
1978-11-27,0.024,0.254,Nov
1978-11-28,0.091,0.508,Nov
1978-11-29,0.126,0.254,Nov
1978-11-30,0.022,0.000,Nov
1978-12-01,0.001,0.254,Dec
1978-12-02,1.327,0.254,Dec
1978-12-03,1.039,0.762,Dec
1978-12-04,1.156,0.254,Dec
1978-12-05,0.115,0.254,Dec
1978-12-06,0.438,1.270,Dec
1978-12-07,0.054,0.254,Dec
1978-12-08,0.001,0.254,Dec
1978-12-09,0.135,0.254,Dec
1978-12-10,0.129,0.254,Dec
1978-12-11,0.040,0.254,Dec
1978-12-12,0.692,0.254,Dec
1978-12-13,0.402,3.048,Dec
1978-12-14,1.285,0.508,Dec
1978-12-15,0.056,0.000,Dec
1978-12-16,0.016,0.000,Dec
1978-12-17,0.065,0.000,Dec
1978-12-18,0.078,0.000,Dec
1978-12-19,0.060,0.000,Dec
1978-12-20,0.064,0.000,Dec
1978-12-21,0.094,0.254,Dec
1978-12-22,0.074,0.000,Dec
1978-12-23,0.054,0.000,Dec
1978-12-24,0.706,0.000,Dec
1978-12-25,0.254,0.000,Dec
1978-12-26,0.416,0.000,Dec
1978-12-27,0.047,0.000,Dec
1978-12-28,1.048,0.000,Dec
1978-12-29,0.269,0.254,Dec
1978-12-30,0.004,0.254,Dec
1978-12-31,0.002,0.254,Dec
1979-01-01,0.000,0.000,Jan
1979-01-02,0.005,0.000,Jan
1979-01-03,0.000,0.000,Jan
1979-01-04,0.000,0.000,Jan
1979-01-05,0.017,0.000,Jan
1979-01-06,0.037,0.000,Jan
1979-01-07,0.011,0.000,Jan
1979-01-08,0.164,0.254,Jan
1979-01-09,0.032,0.254,Jan
1979-01-10,0.021,0.000,Jan
1979-01-11,0.002,0.000,Jan
1979-01-12,0.000,0.000,Jan
1979-01-13,0.001,0.000,Jan
1979-01-14,0.025,0.000,Jan
1979-01-15,0.067,0.000,Jan
1979-01-16,0.400,0.000,Jan
1979-01-17,0.467,0.254,Jan
1979-01-18,0.388,0.508,Jan
1979-01-19,0.072,0.254,Jan
1979-01-20,0.388,0.254,Jan
1979-01-21,0.097,0.254,Jan
1979-01-22,0.094,0.254,Jan
1979-01-23,0.110,0.000,Jan
1979-01-24,0.023,0.000,Jan
1979-01-25,0.038,0.254,Jan
1979-01-26,0.141,0.508,Jan
1979-01-27,0.039,0.254,Jan
1979-01-28,0.081,0.000,Jan
1979-01-29,0.158,0.254,Jan
1979-01-30,0.068,0.000,Jan
1979-01-31,0.059,0.000,Jan
1979-02-01,0.191,0.000,Feb
1979-02-02,0.040,0.000,Feb
1979-02-03,0.016,0.000,Feb
1979-02-04,0.111,0.000,Feb
1979-02-05,0.051,0.000,Feb
1979-02-06,0.073,0.000,Feb
1979-02-07,0.175,0.000,Feb
1979-02-08,0.038,0.254,Feb
1979-02-09,0.060,0.254,Feb
1979-02-10,0.496,0.254,Feb
1979-02-11,0.071,0.000,Feb
1979-02-12,0.004,0.000,Feb
1979-02-13,0.005,0.000,Feb
1979-02-14,0.642,0.000,Feb
1979-02-15,1.114,0.254,Feb
1979-02-16,0.345,0.254,Feb
1979-02-17,0.091,0.000,Feb
1979-02-18,0.004,0.000,Feb
1979-02-19,0.006,0.000,Feb
1979-02-20,0.003,0.000,Feb
1979-02-21,0.002,0.000,Feb
1979-02-22,0.000,0.000,Feb
1979-02-23,0.006,0.000,Feb
1979-02-24,0.003,0.000,Feb
1979-02-25,0.002,0.000,Feb
1979-02-26,0.010,0.000,Feb
1979-02-27,0.076,0.254,Feb
1979-02-28,0.081,0.254,Feb
1979-03-01,0.036,0.000,Mar
1979-03-02,0.293,0.000,Mar
1979-03-03,0.069,0.000,Mar
1979-03-04,0.083,0.000,Mar
1979-03-05,0.033,0.000,Mar
1979-03-06,0.000,0.000,Mar
1979-03-07,0.031,0.000,Mar
1979-03-08,0.039,0.000,Mar
1979-03-09,0.093,0.000,Mar
1979-03-10,0.209,0.000,Mar
1979-03-11,0.187,0.254,Mar
1979-03-12,0.048,0.000,Mar
1979-03-13,0.029,0.000,Mar
1979-03-14,0.060,0.000,Mar
1979-03-15,0.106,0.254,Mar
1979-03-16,0.467,0.254,Mar
1979-03-17,0.245,0.254,Mar
1979-03-18,0.255,0.000,Mar
1979-03-19,0.188,0.000,Mar
1979-03-20,0.060,0.000,Mar
1979-03-21,0.032,0.000,Mar
1979-03-22,0.111,0.000,Mar
1979-03-23,2.121,0.508,Mar
1979-03-24,0.069,0.000,Mar
1979-03-25,0.084,0.254,Mar
1979-03-26,4.251,1.778,Mar
1979-03-27,2.564,0.254,Mar
1979-03-28,0.034,0.000,Mar
1979-03-29,0.036,0.000,Mar
1979-03-30,0.024,0.254,Mar
1979-03-31,0.008,0.254,Mar
1979-04-01,0.013,0.000,Apr
1979-04-02,0.067,0.000,Apr
1979-04-03,0.042,0.000,Apr
1979-04-04,0.090,0.000,Apr
1979-04-05,0.244,0.762,Apr
1979-04-06,0.063,0.000,Apr
1979-04-07,0.032,0.000,Apr
1979-04-08,0.054,0.000,Apr
1979-04-09,0.097,0.000,Apr
1979-04-10,0.131,0.000,Apr
1979-04-11,0.016,0.000,Apr
1979-04-12,0.012,0.000,Apr
1979-04-13,0.018,0.000,Apr
1979-04-14,0.040,0.000,Apr
1979-04-15,0.069,0.000,Apr
1979-04-16,0.011,0.000,Apr
1979-04-17,0.008,0.000,Apr
1979-04-18,0.075,0.000,Apr
1979-04-19,2.226,0.254,Apr
1979-04-20,1.898,0.254,Apr
1979-04-21,1.404,0.508,Apr
1979-04-22,1.085,0.762,Apr
1979-04-23,0.287,0.254,Apr
1979-04-24,3.394,0.254,Apr
1979-04-25,1.299,0.254,Apr
1979-04-26,0.021,0.000,Apr
1979-04-27,0.259,0.508,Apr
1979-04-28,0.123,0.000,Apr
1979-04-29,0.038,0.000,Apr
1979-04-30,0.008,0.000,Apr
1979-05-01,0.087,0.254,May
1979-05-02,0.247,0.254,May
1979-05-03,0.110,0.254,May
1979-05-04,0.088,0.254,May
1979-05-05,0.200,0.254,May
1979-05-06,0.067,0.254,May
1979-05-07,0.120,0.000,May
1979-05-08,0.000,0.254,May
1979-05-09,0.000,0.000,May
1979-05-10,0.014,0.254,May
1979-05-11,0.066,0.508,May
1979-05-12,0.014,0.254,May
1979-05-13,0.069,0.000,May
1979-05-14,0.078,0.254,May
1979-05-15,0.033,0.000,May
1979-05-16,0.012,0.254,May
1979-05-17,0.032,0.254,May
1979-05-18,0.046,0.254,May
1979-05-19,2.142,0.254,May
1979-05-20,0.193,0.254,May
1979-05-21,0.026,0.254,May
1979-05-22,0.016,0.000,May
1979-05-23,0.005,0.254,May
1979-05-24,0.052,0.254,May
1979-05-25,1.892,0.254,May
1979-05-26,1.421,0.254,May
1979-05-27,0.348,0.254,May
1979-05-28,0.208,0.254,May
1979-05-29,0.190,0.254,May
1979-05-30,0.049,0.254,May
1979-05-31,0.008,0.000,May
1979-06-01,0.085,0.254,Jun
1979-06-02,0.066,0.254,Jun
1979-06-03,0.008,0.000,Jun
1979-06-04,0.000,0.000,Jun
1979-06-05,0.004,0.000,Jun
1979-06-06,0.000,0.000,Jun
1979-06-07,0.101,0.000,Jun
1979-06-08,0.036,0.254,Jun
1979-06-09,0.317,0.254,Jun
1979-06-10,4.417,0.762,Jun
1979-06-11,5.990,0.508,Jun
1979-06-12,1.667,0.254,Jun
1979-06-13,0.316,0.254,Jun
1979-06-14,0.122,0.254,Jun
1979-06-15,0.297,0.000,Jun
1979-06-16,0.521,0.000,Jun
1979-06-17,0.907,0.254,Jun
1979-06-18,0.202,0.254,Jun
1979-06-19,0.209,0.254,Jun
1979-06-20,0.317,0.000,Jun
1979-06-21,0.384,0.254,Jun
1979-06-22,0.374,0.254,Jun
1979-06-23,0.160,0.000,Jun
1979-06-24,0.175,0.254,Jun
1979-06-25,0.000,0.254,Jun
1979-06-26,0.041,0.762,Jun
1979-06-27,0.035,0.000,Jun
1979-06-28,0.020,0.000,Jun
1979-06-29,0.038,0.000,Jun
1979-06-30,1.246,0.254,Jun
1979-07-01,0.157,0.000,Jul
1979-07-02,0.445,0.000,Jul
1979-07-03,0.906,0.254,Jul
1979-07-04,10.333,7.620,Jul
1979-07-05,0.664,0.254,Jul
1979-07-06,2.692,4.826,Jul
1979-07-07,1.688,2.032,Jul
1979-07-08,0.859,0.508,Jul
1979-07-09,0.322,0.254,Jul
1979-07-10,7.884,2.286,Jul
1979-07-11,0.215,0.254,Jul
1979-07-12,0.091,0.000,Jul
1979-07-13,0.602,0.254,Jul
1979-07-14,0.319,0.000,Jul
1979-07-15,0.432,0.000,Jul
1979-07-16,0.350,0.000,Jul
1979-07-17,0.260,0.000,Jul
1979-07-18,0.295,0.254,Jul
1979-07-19,0.276,0.254,Jul
1979-07-20,0.337,0.000,Jul
1979-07-21,0.460,0.000,Jul
1979-07-22,0.514,0.000,Jul
1979-07-23,1.526,0.254,Jul
1979-07-24,0.925,0.254,Jul
1979-07-25,0.632,0.254,Jul
1979-07-26,0.253,0.000,Jul
1979-07-27,0.308,1.778,Jul
1979-07-28,0.065,0.000,Jul
1979-07-29,0.566,0.254,Jul
1979-07-30,0.589,0.000,Jul
1979-07-31,0.268,1.016,Jul
1979-08-01,1.544,0.254,Aug
1979-08-02,1.256,0.762,Aug
1979-08-03,6.374,2.032,Aug
1979-08-04,0.076,0.000,Aug
1979-08-05,0.237,0.000,Aug
1979-08-06,0.197,0.254,Aug
1979-08-07,0.351,0.254,Aug
1979-08-08,0.293,1.016,Aug
1979-08-09,0.464,0.000,Aug
1979-08-10,0.125,0.254,Aug
1979-08-11,13.023,0.254,Aug
1979-08-12,3.504,0.000,Aug
1979-08-13,0.108,0.254,Aug
1979-08-14,0.013,0.254,Aug
1979-08-15,0.540,0.254,Aug
1979-08-16,0.220,0.000,Aug
1979-08-17,0.288,0.254,Aug
1979-08-18,5.294,2.794,Aug
1979-08-19,1.202,0.254,Aug
1979-08-20,1.500,0.254,Aug
1979-08-21,0.210,1.778,Aug
1979-08-22,1.146,0.508,Aug
1979-08-23,4.774,6.096,Aug
1979-08-24,0.348,0.000,Aug
1979-08-25,0.759,0.254,Aug
1979-08-26,1.795,1.524,Aug
1979-08-27,2.786,0.254,Aug
1979-08-28,3.075,0.254,Aug
1979-08-29,1.395,1.016,Aug
1979-08-30,0.011,0.254,Aug
1979-08-31,0.599,0.254,Aug
1979-09-01,1.240,0.254,Sep
1979-09-02,0.123,0.254,Sep
1979-09-03,0.235,0.254,Sep
1979-09-04,0.071,0.508,Sep
1979-09-05,0.135,0.254,Sep
1979-09-06,0.035,0.254,Sep
1979-09-07,0.118,0.254,Sep
1979-09-08,0.002,0.254,Sep
1979-09-09,0.001,0.000,Sep
1979-09-10,0.003,0.254,Sep
1979-09-11,0.420,0.254,Sep
1979-09-12,0.056,0.254,Sep
1979-09-13,0.055,0.762,Sep
1979-09-14,0.231,1.016,Sep
1979-09-15,0.700,1.524,Sep
1979-09-16,2.082,0.762,Sep
1979-09-17,0.782,0.762,Sep
1979-09-18,0.456,0.254,Sep
1979-09-19,2.083,0.254,Sep
1979-09-20,4.376,0.254,Sep
1979-09-21,0.571,0.254,Sep
1979-09-22,0.031,0.254,Sep
1979-09-23,0.514,0.254,Sep
1979-09-24,0.095,0.254,Sep
1979-09-25,0.000,0.000,Sep
1979-09-26,0.112,0.254,Sep
1979-09-27,0.314,0.254,Sep
1979-09-28,0.429,0.254,Sep
1979-09-29,0.738,0.508,Sep
1979-09-30,0.234,0.254,Sep
1979-10-01,0.050,0.254,Oct
1979-10-02,0.092,0.254,Oct
1979-10-03,0.151,0.000,Oct
1979-10-04,0.201,0.254,Oct
1979-10-05,3.690,1.016,Oct
1979-10-06,9.959,2.032,Oct
1979-10-07,0.216,0.254,Oct
1979-10-08,0.057,0.254,Oct
1979-10-09,3.806,0.508,Oct
1979-10-10,10.631,0.254,Oct
1979-10-11,0.007,0.000,Oct
1979-10-12,0.059,0.000,Oct
1979-10-13,0.358,0.254,Oct
1979-10-14,0.408,0.762,Oct
1979-10-15,0.150,0.762,Oct
1979-10-16,0.038,0.254,Oct
1979-10-17,0.075,0.254,Oct
1979-10-18,1.059,1.524,Oct
1979-10-19,0.569,0.254,Oct
1979-10-20,0.231,0.254,Oct
1979-10-21,0.022,0.254,Oct
1979-10-22,1.467,0.254,Oct
1979-10-23,2.166,0.762,Oct
1979-10-24,0.044,0.254,Oct
1979-10-25,0.042,0.254,Oct
1979-10-26,0.107,0.254,Oct
1979-10-27,0.110,0.000,Oct
1979-10-28,0.458,0.254,Oct
1979-10-29,0.048,0.000,Oct
1979-10-30,2.100,0.508,Oct
1979-10-31,0.476,1.270,Oct
1979-11-01,0.162,0.254,Nov
1979-11-02,0.015,0.000,Nov
1979-11-03,1.086,0.254,Nov
1979-11-04,0.317,0.254,Nov
1979-11-05,0.048,0.000,Nov
1979-11-06,6.053,0.508,Nov
1979-11-07,1.263,0.000,Nov
1979-11-08,2.095,0.254,Nov
1979-11-09,3.640,0.762,Nov
1979-11-10,2.425,0.254,Nov
1979-11-11,0.328,0.254,Nov
1979-11-12,0.831,0.254,Nov
1979-11-13,0.613,0.254,Nov
1979-11-14,0.344,0.000,Nov
1979-11-15,0.032,0.254,Nov
1979-11-16,2.394,0.508,Nov
1979-11-17,0.670,0.762,Nov
1979-11-18,3.538,1.016,Nov
1979-11-19,1.939,0.254,Nov
1979-11-20,0.139,0.254,Nov
1979-11-21,0.165,0.254,Nov
1979-11-22,0.386,0.254,Nov
1979-11-23,1.698,0.254,Nov
1979-11-24,0.145,0.000,Nov
1979-11-25,0.168,0.000,Nov
1979-11-26,0.008,0.000,Nov
1979-11-27,0.015,0.254,Nov
1979-11-28,0.066,0.000,Nov
1979-11-29,6.166,0.254,Nov
1979-11-30,1.203,0.508,Nov
1979-12-01,0.081,0.254,Dec
1979-12-02,1.180,0.254,Dec
1979-12-03,0.096,0.000,Dec
1979-12-04,4.785,0.508,Dec
1979-12-05,2.463,0.254,Dec
1979-12-06,0.215,0.000,Dec
1979-12-07,0.041,0.000,Dec
1979-12-08,0.058,0.000,Dec
1979-12-09,0.028,0.000,Dec
1979-12-10,0.403,0.000,Dec
1979-12-11,0.038,0.000,Dec
1979-12-12,0.059,0.000,Dec
1979-12-13,1.966,0.254,Dec
1979-12-14,2.281,1.270,Dec
1979-12-15,0.216,0.000,Dec
1979-12-16,0.078,0.000,Dec
1979-12-17,0.552,0.254,Dec
1979-12-18,3.045,0.762,Dec
1979-12-19,0.163,0.000,Dec
1979-12-20,0.140,0.000,Dec
1979-12-21,0.059,0.000,Dec
1979-12-22,0.029,0.000,Dec
1979-12-23,0.054,0.000,Dec
1979-12-24,0.091,0.000,Dec
1979-12-25,0.244,0.000,Dec
1979-12-26,2.648,1.016,Dec
1979-12-27,0.412,0.254,Dec
1979-12-28,0.451,0.000,Dec
1979-12-29,1.057,0.762,Dec
1979-12-30,1.057,0.254,Dec
1979-12-31,0.040,0.254,Dec
1980-01-01,0.033,0.254,Jan
1980-01-02,0.690,0.254,Jan
1980-01-03,0.350,0.000,Jan
1980-01-04,0.035,0.000,Jan
1980-01-05,0.044,0.000,Jan
1980-01-06,0.031,0.000,Jan
1980-01-07,0.197,0.000,Jan
1980-01-08,0.005,0.000,Jan
1980-01-09,0.070,0.000,Jan
1980-01-10,0.057,0.000,Jan
1980-01-11,0.201,0.000,Jan
1980-01-12,0.564,0.000,Jan
1980-01-13,0.240,0.000,Jan
1980-01-14,0.415,0.254,Jan
1980-01-15,0.231,0.000,Jan
1980-01-16,0.041,0.000,Jan
1980-01-17,0.095,0.000,Jan
1980-01-18,0.694,0.000,Jan
1980-01-19,0.091,0.508,Jan
1980-01-20,0.665,0.762,Jan
1980-01-21,0.079,0.254,Jan
1980-01-22,5.030,1.016,Jan
1980-01-23,3.799,1.524,Jan
1980-01-24,0.591,0.000,Jan
1980-01-25,0.001,0.000,Jan
1980-01-26,0.559,0.254,Jan
1980-01-27,0.885,0.254,Jan
1980-01-28,0.362,0.254,Jan
1980-01-29,0.296,0.254,Jan
1980-01-30,0.017,0.254,Jan
1980-01-31,0.135,0.254,Jan
1980-02-01,0.381,0.254,Feb
1980-02-02,0.167,0.000,Feb
1980-02-03,0.141,0.000,Feb
1980-02-04,0.080,0.000,Feb
1980-02-05,3.048,0.762,Feb
1980-02-06,0.170,0.254,Feb
1980-02-07,5.973,2.032,Feb
1980-02-08,1.074,0.254,Feb
1980-02-09,0.295,0.000,Feb
1980-02-10,3.545,0.000,Feb
1980-02-11,0.323,0.000,Feb
1980-02-12,0.424,0.254,Feb
1980-02-13,0.032,0.000,Feb
1980-02-14,0.003,0.000,Feb
1980-02-15,0.031,0.000,Feb
1980-02-16,0.027,0.000,Feb
1980-02-17,0.001,0.000,Feb
1980-02-18,0.031,0.000,Feb
1980-02-19,0.087,0.000,Feb
1980-02-20,0.217,0.000,Feb
1980-02-21,0.128,0.000,Feb
1980-02-22,0.032,0.000,Feb
1980-02-23,0.060,0.000,Feb
1980-02-24,0.096,0.762,Feb
1980-02-25,0.430,0.254,Feb
1980-02-26,0.028,0.254,Feb
1980-02-27,0.145,0.000,Feb
1980-02-28,0.004,0.000,Feb
1980-02-29,0.006,0.000,Feb
1980-03-01,0.012,0.000,Mar
1980-03-02,0.000,0.000,Mar
1980-03-03,0.065,0.000,Mar
1980-03-04,0.033,0.000,Mar
1980-03-05,0.013,0.000,Mar
1980-03-06,0.003,0.000,Mar
1980-03-07,0.123,0.000,Mar
1980-03-08,0.056,0.000,Mar
1980-03-09,0.044,0.000,Mar
