,precip_mm_ERA5_4km,FAIRBANKS INTL AP,month
1955-08-25,2.488,0.254,Aug
1955-08-26,0.047,0.254,Aug
1955-08-27,6.396,13.208,Aug
1955-08-28,0.195,0.254,Aug
1955-08-29,0.561,3.302,Aug
1955-08-30,0.004,0.000,Aug
1955-08-31,0.250,0.000,Aug
1955-09-01,2.201,0.762,Sep
1955-09-02,6.928,21.844,Sep
1955-09-03,0.376,0.254,Sep
1955-09-04,0.001,0.000,Sep
1955-09-05,0.970,2.032,Sep
1955-09-06,1.649,0.254,Sep
1955-09-07,0.804,1.524,Sep
1955-09-08,1.020,0.508,Sep
1955-09-09,0.047,0.508,Sep
1955-09-10,2.521,0.762,Sep
1955-09-11,3.213,0.254,Sep
1955-09-12,3.155,4.064,Sep
1955-09-13,0.873,1.016,Sep
1955-09-14,0.023,0.000,Sep
1955-09-15,2.016,0.254,Sep
1955-09-16,0.674,0.254,Sep
1955-09-17,0.008,0.000,Sep
1955-09-18,0.254,0.254,Sep
1955-09-19,1.582,0.508,Sep
1955-09-20,0.337,0.000,Sep
1955-09-21,0.034,0.000,Sep
1955-09-22,0.016,0.000,Sep
1955-09-23,0.063,0.000,Sep
1955-09-24,7.700,3.302,Sep
1955-09-25,0.000,0.000,Sep
1955-09-26,0.000,0.000,Sep
1955-09-27,0.000,0.000,Sep
1955-09-28,0.014,0.000,Sep
1955-09-29,0.028,0.000,Sep
1955-09-30,0.070,0.000,Sep
1955-10-01,1.754,0.508,Oct
1955-10-02,0.292,0.254,Oct
1955-10-03,0.005,0.000,Oct
1955-10-04,0.396,0.254,Oct
1955-10-05,0.095,0.000,Oct
1955-10-06,5.560,5.588,Oct
1955-10-07,1.218,4.572,Oct
1955-10-08,0.112,0.254,Oct
1955-10-09,0.055,0.254,Oct
1955-10-10,0.041,0.254,Oct
1955-10-11,0.001,0.254,Oct
1955-10-12,0.778,3.302,Oct
1955-10-13,0.137,0.254,Oct
1955-10-14,0.074,0.254,Oct
1955-10-15,0.004,0.000,Oct
1955-10-16,1.790,0.254,Oct
1955-10-17,0.351,0.254,Oct
1955-10-18,0.103,0.000,Oct
1955-10-19,3.276,0.508,Oct
1955-10-20,1.366,0.762,Oct
1955-10-21,0.000,0.000,Oct
1955-10-22,0.161,0.000,Oct
1955-10-23,0.052,0.000,Oct
1955-10-24,3.286,4.064,Oct
1955-10-25,0.225,1.524,Oct
1955-10-26,0.049,0.254,Oct
1955-10-27,0.013,0.254,Oct
1955-10-28,0.007,0.254,Oct
1955-10-29,1.473,2.540,Oct
1955-10-30,0.227,0.254,Oct
1955-10-31,0.023,0.254,Oct
1955-11-01,0.000,0.000,Nov
1955-11-02,0.000,0.000,Nov
1955-11-03,0.066,0.254,Nov
1955-11-04,0.000,0.000,Nov
1955-11-05,0.000,0.254,Nov
1955-11-06,0.000,0.254,Nov
1955-11-07,0.393,1.016,Nov
1955-11-08,0.337,0.254,Nov
1955-11-09,0.123,0.254,Nov
1955-11-10,0.017,0.254,Nov
1955-11-11,0.065,0.254,Nov
1955-11-12,2.175,0.254,Nov
1955-11-13,4.378,0.508,Nov
1955-11-14,3.249,0.254,Nov
1955-11-15,0.924,0.254,Nov
1955-11-16,2.352,1.778,Nov
1955-11-17,1.404,1.016,Nov
1955-11-18,1.551,0.254,Nov
1955-11-19,0.464,0.254,Nov
1955-11-20,0.224,0.508,Nov
1955-11-21,0.092,0.000,Nov
1955-11-22,0.000,0.000,Nov
1955-11-23,0.000,0.254,Nov
1955-11-24,0.000,0.000,Nov
1955-11-25,0.000,0.000,Nov
1955-11-26,0.000,0.000,Nov
1955-11-27,0.000,0.000,Nov
1955-11-28,0.000,0.000,Nov
1955-11-29,0.000,0.000,Nov
1955-11-30,0.004,0.254,Nov
1955-12-01,0.146,0.254,Dec
1955-12-02,0.000,0.254,Dec
1955-12-03,0.055,0.254,Dec
1955-12-04,0.001,0.000,Dec
1955-12-05,0.000,0.000,Dec
1955-12-06,0.000,0.000,Dec
1955-12-07,0.374,0.254,Dec
1955-12-08,2.076,0.762,Dec
1955-12-09,1.889,1.016,Dec
1955-12-10,0.017,0.254,Dec
1955-12-11,0.006,0.000,Dec
1955-12-12,1.628,1.778,Dec
1955-12-13,2.070,7.874,Dec
1955-12-14,4.237,2.286,Dec
1955-12-15,1.447,0.254,Dec
1955-12-16,10.332,2.794,Dec
1955-12-17,4.045,1.778,Dec
1955-12-18,0.000,0.254,Dec
1955-12-19,0.000,0.000,Dec
1955-12-20,0.179,0.000,Dec
1955-12-21,6.439,3.810,Dec
1955-12-22,3.401,2.032,Dec
1955-12-23,0.000,0.254,Dec
1955-12-24,0.002,0.000,Dec
1955-12-25,1.595,1.016,Dec
1955-12-26,1.089,0.254,Dec
1955-12-27,7.142,1.270,Dec
1955-12-28,3.264,6.858,Dec
1955-12-29,9.464,11.684,Dec
1955-12-30,4.577,1.016,Dec
1955-12-31,0.478,0.508,Dec
1956-01-01,0.109,0.254,Jan
1956-01-02,0.001,0.254,Jan
1956-01-03,3.145,3.556,Jan
1956-01-04,0.144,0.254,Jan
1956-01-05,0.000,0.254,Jan
1956-01-06,1.303,1.778,Jan
1956-01-07,1.958,1.524,Jan
1956-01-08,0.119,0.254,Jan
1956-01-09,0.005,0.254,Jan
1956-01-10,0.000,0.000,Jan
1956-01-11,0.000,0.000,Jan
1956-01-12,0.000,0.000,Jan
1956-01-13,0.001,0.000,Jan
1956-01-14,0.014,0.000,Jan
1956-01-15,0.001,0.000,Jan
1956-01-16,0.086,0.254,Jan
1956-01-17,0.000,0.254,Jan
1956-01-18,0.634,0.254,Jan
1956-01-19,0.000,0.000,Jan
1956-01-20,0.146,0.254,Jan
1956-01-21,0.003,0.254,Jan
1956-01-22,0.097,0.254,Jan
1956-01-23,2.288,0.254,Jan
1956-01-24,0.038,0.254,Jan
1956-01-25,0.000,0.254,Jan
1956-01-26,0.000,0.000,Jan
1956-01-27,0.001,0.000,Jan
1956-01-28,0.000,0.000,Jan
1956-01-29,0.174,0.000,Jan
1956-01-30,5.808,3.302,Jan
1956-01-31,3.037,0.254,Jan
1956-02-01,2.467,0.254,Feb
1956-02-02,0.073,0.000,Feb
1956-02-03,1.133,0.762,Feb
1956-02-04,0.043,0.254,Feb
1956-02-05,0.078,0.254,Feb
1956-02-06,0.103,0.254,Feb
1956-02-07,1.614,0.762,Feb
1956-02-08,4.451,4.318,Feb
1956-02-09,1.060,0.508,Feb
1956-02-10,0.110,0.254,Feb
1956-02-11,0.460,0.254,Feb
1956-02-12,0.475,0.254,Feb
1956-02-13,0.020,0.254,Feb
1956-02-14,0.031,0.254,Feb
1956-02-15,3.631,3.556,Feb
1956-02-16,5.454,3.556,Feb
1956-02-17,1.411,0.762,Feb
1956-02-18,0.000,0.254,Feb
1956-02-19,0.000,0.000,Feb
1956-02-20,0.000,0.000,Feb
1956-02-21,0.013,0.254,Feb
1956-02-22,6.906,5.334,Feb
1956-02-23,2.951,1.778,Feb
1956-02-24,1.142,0.508,Feb
1956-02-25,0.332,1.016,Feb
1956-02-26,1.693,0.254,Feb
1956-02-27,1.424,0.762,Feb
1956-02-28,1.836,0.508,Feb
1956-02-29,0.215,0.254,Feb
1956-03-01,0.006,0.000,Mar
1956-03-02,0.014,0.254,Mar
1956-03-03,0.000,0.000,Mar
1956-03-04,0.000,0.000,Mar
1956-03-05,0.000,0.000,Mar
1956-03-06,0.000,0.254,Mar
1956-03-07,0.045,0.254,Mar
1956-03-08,0.000,0.000,Mar
1956-03-09,0.000,0.000,Mar
1956-03-10,0.137,0.000,Mar
1956-03-11,0.070,0.000,Mar
1956-03-12,5.611,0.254,Mar
1956-03-13,0.174,0.000,Mar
1956-03-14,2.799,1.778,Mar
1956-03-15,0.141,0.000,Mar
1956-03-16,0.032,0.000,Mar
1956-03-17,2.931,1.778,Mar
1956-03-18,0.107,0.254,Mar
1956-03-19,4.549,0.254,Mar
1956-03-20,0.000,0.000,Mar
1956-03-21,0.019,0.000,Mar
1956-03-22,0.021,0.000,Mar
1956-03-23,0.199,0.000,Mar
1956-03-24,2.231,0.000,Mar
1956-03-25,0.114,0.254,Mar
1956-03-26,0.141,0.000,Mar
1956-03-27,0.000,0.000,Mar
1956-03-28,0.055,0.000,Mar
1956-03-29,0.000,0.000,Mar
1956-03-30,0.010,0.000,Mar
1956-03-31,0.076,0.000,Mar
1956-04-01,0.018,0.254,Apr
1956-04-02,1.667,1.524,Apr
1956-04-03,0.883,0.508,Apr
1956-04-04,0.746,0.508,Apr
1956-04-05,1.673,0.254,Apr
1956-04-06,0.356,0.254,Apr
1956-04-07,0.303,0.254,Apr
1956-04-08,0.010,0.000,Apr
1956-04-09,0.053,0.000,Apr
1956-04-10,1.695,0.254,Apr
1956-04-11,0.419,0.000,Apr
1956-04-12,0.004,0.000,Apr
1956-04-13,0.027,0.000,Apr
1956-04-14,0.118,0.254,Apr
1956-04-15,0.063,0.000,Apr
1956-04-16,0.000,0.000,Apr
1956-04-17,0.009,0.000,Apr
1956-04-18,1.222,0.254,Apr
1956-04-19,0.457,0.254,Apr
1956-04-20,0.108,0.000,Apr
1956-04-21,0.001,0.000,Apr
1956-04-22,0.011,0.000,Apr
1956-04-23,0.066,0.000,Apr
1956-04-24,0.001,0.000,Apr
1956-04-25,0.630,0.000,Apr
1956-04-26,0.084,0.000,Apr
1956-04-27,0.001,0.000,Apr
1956-04-28,0.002,0.000,Apr
1956-04-29,0.000,0.000,Apr
1956-04-30,0.000,0.000,Apr
1956-05-01,0.000,0.000,May
1956-05-02,1.970,0.000,May
1956-05-03,2.324,0.254,May
1956-05-04,0.007,0.000,May
1956-05-05,0.000,0.000,May
1956-05-06,0.198,0.000,May
1956-05-07,0.244,0.254,May
1956-05-08,0.415,3.048,May
1956-05-09,3.855,1.270,May
1956-05-10,1.941,0.254,May
1956-05-11,0.002,0.254,May
1956-05-12,0.083,0.254,May
1956-05-13,0.648,0.254,May
1956-05-14,0.023,0.000,May
1956-05-15,0.025,0.254,May
1956-05-16,0.037,0.254,May
1956-05-17,0.001,0.000,May
1956-05-18,0.140,0.000,May
1956-05-19,1.205,0.000,May
1956-05-20,0.161,0.254,May
1956-05-21,5.833,0.254,May
1956-05-22,0.002,0.000,May
1956-05-23,0.002,0.254,May
1956-05-24,0.108,0.000,May
1956-05-25,0.016,0.000,May
1956-05-26,0.056,0.000,May
1956-05-27,0.321,0.254,May
1956-05-28,0.000,0.000,May
1956-05-29,0.384,0.254,May
1956-05-30,0.173,10.922,May
1956-05-31,0.015,0.000,May
1956-06-01,1.681,0.254,Jun
1956-06-02,3.604,0.254,Jun
1956-06-03,0.000,0.000,Jun
1956-06-04,0.612,0.254,Jun
1956-06-05,5.046,0.254,Jun
1956-06-06,0.072,0.000,Jun
1956-06-07,0.000,0.000,Jun
1956-06-08,0.000,0.000,Jun
1956-06-09,0.000,0.000,Jun
1956-06-10,2.774,0.254,Jun
1956-06-11,8.056,0.254,Jun
1956-06-12,4.553,12.192,Jun
1956-06-13,0.007,0.762,Jun
1956-06-14,18.009,0.254,Jun
1956-06-15,9.160,0.000,Jun
1956-06-16,0.100,2.032,Jun
1956-06-17,0.854,0.254,Jun
1956-06-18,0.109,0.508,Jun
1956-06-19,0.020,0.254,Jun
1956-06-20,5.584,2.286,Jun
1956-06-21,4.143,1.524,Jun
1956-06-22,3.941,1.778,Jun
1956-06-23,2.552,1.270,Jun
1956-06-24,6.620,2.794,Jun
1956-06-25,1.470,0.000,Jun
1956-06-26,0.000,0.000,Jun
1956-06-27,15.167,0.000,Jun
1956-06-28,0.091,0.000,Jun
1956-06-29,0.000,0.000,Jun
1956-06-30,11.282,0.508,Jun
1956-07-01,0.080,0.000,Jul
1956-07-02,4.242,0.254,Jul
1956-07-03,3.036,0.000,Jul
1956-07-04,1.061,0.000,Jul
1956-07-05,0.015,0.000,Jul
1956-07-06,0.000,0.000,Jul
1956-07-07,7.241,0.000,Jul
1956-07-08,0.192,0.254,Jul
1956-07-09,0.033,0.000,Jul
1956-07-10,0.012,0.000,Jul
1956-07-11,6.151,0.254,Jul
1956-07-12,0.000,0.000,Jul
1956-07-13,0.466,0.000,Jul
1956-07-14,0.000,0.000,Jul
1956-07-15,0.000,0.000,Jul
1956-07-16,0.019,0.000,Jul
1956-07-17,1.660,0.254,Jul
1956-07-18,2.165,1.016,Jul
1956-07-19,8.457,7.620,Jul
1956-07-20,3.616,13.462,Jul
1956-07-21,0.000,0.000,Jul
1956-07-22,0.001,0.000,Jul
1956-07-23,0.124,0.000,Jul
1956-07-24,0.000,0.254,Jul
1956-07-25,0.022,0.000,Jul
1956-07-26,0.000,0.000,Jul
1956-07-27,0.929,0.254,Jul
1956-07-28,6.683,7.112,Jul
1956-07-29,3.474,0.000,Jul
1956-07-30,3.453,0.254,Jul
1956-07-31,8.728,6.350,Jul
1956-08-01,3.434,1.778,Aug
1956-08-02,0.406,0.762,Aug
1956-08-03,0.173,0.508,Aug
1956-08-04,5.566,0.762,Aug
1956-08-05,1.154,1.524,Aug
1956-08-06,15.071,14.478,Aug
1956-08-07,0.000,0.000,Aug
1956-08-08,0.237,0.000,Aug
1956-08-09,5.329,6.350,Aug
1956-08-10,21.349,13.716,Aug
1956-08-11,1.684,2.286,Aug
1956-08-12,0.261,0.254,Aug
1956-08-13,1.727,0.762,Aug
1956-08-14,4.045,0.254,Aug
1956-08-15,1.586,0.000,Aug
1956-08-16,0.000,0.000,Aug
1956-08-17,0.000,1.270,Aug
1956-08-18,10.840,2.794,Aug
1956-08-19,0.000,0.508,Aug
1956-08-20,0.188,0.000,Aug
1956-08-21,1.995,0.762,Aug
1956-08-22,0.024,3.556,Aug
1956-08-23,5.440,0.000,Aug
1956-08-24,0.000,0.254,Aug
1956-08-25,0.344,0.000,Aug
1956-08-26,1.266,0.254,Aug
1956-08-27,0.032,0.000,Aug
1956-08-28,9.991,1.524,Aug
1956-08-29,0.114,2.286,Aug
1956-08-30,2.033,0.508,Aug
1956-08-31,0.347,0.000,Aug
1956-09-01,0.001,0.000,Sep
1956-09-02,0.000,0.000,Sep
1956-09-03,0.000,0.000,Sep
1956-09-04,0.000,0.000,Sep
1956-09-05,0.000,0.000,Sep
1956-09-06,0.000,0.000,Sep
1956-09-07,0.000,0.000,Sep
1956-09-08,0.000,0.000,Sep
1956-09-09,0.348,0.254,Sep
1956-09-10,0.532,0.254,Sep
1956-09-11,1.241,0.508,Sep
1956-09-12,10.634,16.256,Sep
1956-09-13,4.128,2.794,Sep
1956-09-14,11.328,24.638,Sep
1956-09-15,0.096,0.508,Sep
1956-09-16,1.275,1.270,Sep
1956-09-17,0.044,0.254,Sep
1956-09-18,4.308,2.540,Sep
1956-09-19,6.009,0.508,Sep
1956-09-20,0.199,0.254,Sep
1956-09-21,1.069,0.254,Sep
1956-09-22,0.598,0.254,Sep
1956-09-23,0.110,0.254,Sep
1956-09-24,0.003,0.254,Sep
1956-09-25,0.134,0.254,Sep
1956-09-26,0.027,0.254,Sep
1956-09-27,0.000,0.000,Sep
1956-09-28,0.000,0.000,Sep
1956-09-29,0.400,0.000,Sep
1956-09-30,0.734,0.254,Sep
1956-10-01,0.600,0.254,Oct
1956-10-02,0.608,1.778,Oct
1956-10-03,4.688,6.604,Oct
1956-10-04,0.569,0.254,Oct
1956-10-05,0.071,0.254,Oct
1956-10-06,0.017,0.254,Oct
1956-10-07,1.253,1.524,Oct
1956-10-08,0.003,0.000,Oct
1956-10-09,0.000,0.000,Oct
1956-10-10,0.144,4.572,Oct
1956-10-11,4.241,2.032,Oct
1956-10-12,0.064,0.254,Oct
1956-10-13,0.042,0.000,Oct
1956-10-14,0.013,0.254,Oct
1956-10-15,0.019,0.254,Oct
1956-10-16,0.000,0.000,Oct
1956-10-17,0.001,0.000,Oct
1956-10-18,0.000,0.000,Oct
1956-10-19,0.000,0.000,Oct
1956-10-20,0.029,0.254,Oct
1956-10-21,0.000,0.254,Oct
1956-10-22,0.000,0.254,Oct
1956-10-23,0.000,0.000,Oct
1956-10-24,0.000,0.254,Oct
1956-10-25,0.225,1.524,Oct
1956-10-26,4.011,0.254,Oct
1956-10-27,10.287,2.540,Oct
1956-10-28,0.717,0.762,Oct
1956-10-29,1.453,1.270,Oct
1956-10-30,0.245,0.254,Oct
1956-10-31,0.730,0.254,Oct
1956-11-01,0.830,0.508,Nov
1956-11-02,2.308,1.524,Nov
1956-11-03,1.628,1.016,Nov
1956-11-04,0.509,0.254,Nov
1956-11-05,0.464,0.508,Nov
1956-11-06,0.012,0.254,Nov
1956-11-07,0.000,0.000,Nov
1956-11-08,0.003,0.508,Nov
1956-11-09,2.582,1.016,Nov
1956-11-10,0.082,0.254,Nov
1956-11-11,2.711,0.508,Nov
1956-11-12,3.556,1.270,Nov
1956-11-13,0.013,0.000,Nov
1956-11-14,0.000,0.000,Nov
1956-11-15,2.439,1.524,Nov
1956-11-16,0.562,0.254,Nov
1956-11-17,0.021,0.254,Nov
1956-11-18,2.494,0.762,Nov
1956-11-19,3.190,0.762,Nov
1956-11-20,4.611,0.000,Nov
1956-11-21,5.087,13.462,Nov
1956-11-22,1.057,0.254,Nov
1956-11-23,0.737,0.254,Nov
1956-11-24,2.879,0.762,Nov
1956-11-25,3.460,0.000,Nov
1956-11-26,0.554,0.000,Nov
1956-11-27,0.857,0.000,Nov
1956-11-28,0.486,0.254,Nov
1956-11-29,1.607,0.254,Nov
1956-11-30,0.621,0.254,Nov
1956-12-01,0.006,0.254,Dec
1956-12-02,0.191,0.254,Dec
1956-12-03,0.006,0.000,Dec
1956-12-04,0.000,0.000,Dec
1956-12-05,0.850,3.048,Dec
1956-12-06,0.049,0.254,Dec
1956-12-07,0.000,0.254,Dec
1956-12-08,0.000,0.000,Dec
1956-12-09,0.000,0.000,Dec
1956-12-10,0.000,0.000,Dec
1956-12-11,0.000,0.000,Dec
1956-12-12,0.000,0.000,Dec
1956-12-13,0.000,0.000,Dec
1956-12-14,0.000,0.000,Dec
1956-12-15,0.000,0.000,Dec
1956-12-16,0.000,0.000,Dec
1956-12-17,0.000,0.000,Dec
1956-12-18,0.000,0.254,Dec
1956-12-19,2.043,8.636,Dec
1956-12-20,0.830,1.778,Dec
1956-12-21,0.164,0.000,Dec
1956-12-22,0.000,0.000,Dec
1956-12-23,0.000,0.254,Dec
1956-12-24,0.922,0.254,Dec
1956-12-25,0.207,0.254,Dec
1956-12-26,0.010,0.254,Dec
1956-12-27,0.079,0.254,Dec
1956-12-28,1.030,0.000,Dec
1956-12-29,0.037,0.000,Dec
1956-12-30,1.180,1.016,Dec
1956-12-31,0.013,0.000,Dec
1957-01-01,0.010,0.000,Jan
1957-01-02,0.023,0.000,Jan
1957-01-03,0.245,1.524,Jan
1957-01-04,2.423,2.032,Jan
1957-01-05,2.629,3.810,Jan
1957-01-06,0.000,0.254,Jan
1957-01-07,0.000,0.000,Jan
1957-01-08,0.023,0.254,Jan
1957-01-09,1.301,3.302,Jan
1957-01-10,0.000,0.000,Jan
1957-01-11,0.947,0.254,Jan
1957-01-12,8.222,6.604,Jan
1957-01-13,0.024,0.254,Jan
1957-01-14,0.051,0.254,Jan
1957-01-15,1.299,2.286,Jan
1957-01-16,1.093,0.254,Jan
1957-01-17,1.252,0.254,Jan
1957-01-18,0.620,0.254,Jan
1957-01-19,9.832,7.366,Jan
1957-01-20,0.776,1.524,Jan
1957-01-21,1.288,2.794,Jan
1957-01-22,0.041,0.254,Jan
1957-01-23,0.000,0.000,Jan
1957-01-24,0.003,0.000,Jan
1957-01-25,0.015,0.000,Jan
1957-01-26,2.054,5.334,Jan
1957-01-27,0.735,2.286,Jan
1957-01-28,9.163,7.874,Jan
1957-01-29,2.593,0.762,Jan
1957-01-30,0.147,0.254,Jan
1957-01-31,0.103,0.254,Jan
1957-02-01,3.275,2.032,Feb
1957-02-02,1.030,0.762,Feb
1957-02-03,2.373,1.778,Feb
1957-02-04,0.618,0.508,Feb
1957-02-05,0.249,0.254,Feb
1957-02-06,2.923,5.588,Feb
1957-02-07,2.526,2.032,Feb
1957-02-08,0.122,0.254,Feb
1957-02-09,0.006,0.254,Feb
1957-02-10,0.000,0.000,Feb
1957-02-11,0.000,0.000,Feb
1957-02-12,0.000,0.000,Feb
1957-02-13,0.047,0.254,Feb
1957-02-14,0.002,0.000,Feb
1957-02-15,1.818,0.254,Feb
1957-02-16,0.001,0.000,Feb
1957-02-17,0.230,1.270,Feb
1957-02-18,0.000,0.000,Feb
1957-02-19,0.015,0.000,Feb
1957-02-20,0.059,0.254,Feb
1957-02-21,0.000,0.000,Feb
1957-02-22,0.009,0.000,Feb
1957-02-23,0.217,0.254,Feb
1957-02-24,0.047,0.254,Feb
1957-02-25,0.003,0.000,Feb
1957-02-26,0.027,0.000,Feb
1957-02-27,0.275,0.254,Feb
1957-02-28,0.360,0.254,Feb
1957-03-01,0.074,0.254,Mar
1957-03-02,0.000,0.000,Mar
1957-03-03,0.000,0.000,Mar
1957-03-04,0.000,0.000,Mar
1957-03-05,0.006,0.000,Mar
1957-03-06,0.000,0.000,Mar
1957-03-07,0.001,0.000,Mar
1957-03-08,0.001,0.000,Mar
1957-03-09,0.000,0.000,Mar
1957-03-10,0.003,0.508,Mar
1957-03-11,0.912,0.508,Mar
1957-03-12,0.024,0.254,Mar
1957-03-13,0.254,0.254,Mar
1957-03-14,0.138,0.254,Mar
1957-03-15,1.265,0.254,Mar
1957-03-16,0.115,0.000,Mar
1957-03-17,0.049,0.000,Mar
1957-03-18,0.235,0.254,Mar
1957-03-19,2.439,1.270,Mar
1957-03-20,2.932,0.254,Mar
1957-03-21,1.224,0.762,Mar
1957-03-22,0.261,0.254,Mar
1957-03-23,0.168,0.254,Mar
1957-03-24,0.157,0.254,Mar
1957-03-25,0.136,0.254,Mar
1957-03-26,0.209,0.000,Mar
1957-03-27,0.095,0.000,Mar
1957-03-28,0.000,0.000,Mar
1957-03-29,0.000,0.000,Mar
1957-03-30,0.000,0.000,Mar
1957-03-31,0.078,0.000,Mar
1957-04-01,1.482,0.000,Apr
1957-04-02,0.718,0.254,Apr
1957-04-03,1.422,0.508,Apr
1957-04-04,0.165,0.254,Apr
1957-04-05,0.000,0.000,Apr
1957-04-06,0.134,0.254,Apr
1957-04-07,0.511,0.254,Apr
1957-04-08,0.100,0.000,Apr
1957-04-09,2.254,0.254,Apr
1957-04-10,0.008,0.000,Apr
1957-04-11,1.244,0.000,Apr
1957-04-12,0.020,0.000,Apr
1957-04-13,0.541,0.254,Apr
1957-04-14,0.790,0.762,Apr
1957-04-15,0.602,0.254,Apr
1957-04-16,0.208,0.000,Apr
1957-04-17,0.089,0.000,Apr
1957-04-18,0.061,0.000,Apr
1957-04-19,0.292,0.000,Apr
1957-04-20,0.059,0.000,Apr
1957-04-21,0.000,0.000,Apr
1957-04-22,0.219,0.000,Apr
1957-04-23,0.052,0.000,Apr
1957-04-24,0.001,0.000,Apr
1957-04-25,0.010,0.000,Apr
1957-04-26,0.002,0.000,Apr
1957-04-27,0.008,0.000,Apr
1957-04-28,0.031,0.000,Apr
1957-04-29,0.223,0.000,Apr
1957-04-30,0.329,0.000,Apr
1957-05-01,0.000,0.000,May
1957-05-02,0.280,0.762,May
1957-05-03,0.014,0.000,May
1957-05-04,0.152,0.000,May
1957-05-05,0.101,0.254,May
1957-05-06,3.393,0.254,May
1957-05-07,0.069,0.000,May
1957-05-08,0.002,0.000,May
1957-05-09,0.000,0.000,May
1957-05-10,0.000,0.000,May
1957-05-11,0.000,0.000,May
1957-05-12,0.000,0.000,May
1957-05-13,0.000,0.000,May
1957-05-14,0.046,0.000,May
1957-05-15,1.354,0.000,May
1957-05-16,1.179,0.000,May
1957-05-17,1.277,0.254,May
1957-05-18,0.486,0.000,May
1957-05-19,4.008,0.254,May
1957-05-20,2.889,0.508,May
1957-05-21,1.965,0.254,May
1957-05-22,0.007,0.000,May
1957-05-23,1.018,0.000,May
1957-05-24,0.000,0.254,May
1957-05-25,0.000,0.000,May
1957-05-26,0.000,0.000,May
1957-05-27,0.004,0.000,May
1957-05-28,0.906,0.254,May
1957-05-29,0.189,0.254,May
1957-05-30,2.933,0.254,May
1957-05-31,1.359,0.254,May
1957-06-01,0.481,0.254,Jun
1957-06-02,0.037,0.000,Jun
1957-06-03,0.735,0.000,Jun
1957-06-04,0.000,0.000,Jun
1957-06-05,0.000,0.000,Jun
1957-06-06,0.000,0.000,Jun
1957-06-07,0.000,0.000,Jun
1957-06-08,0.000,0.000,Jun
1957-06-09,0.000,0.000,Jun
1957-06-10,3.958,0.000,Jun
1957-06-11,0.000,0.000,Jun
1957-06-12,0.000,0.254,Jun
1957-06-13,0.299,0.254,Jun
1957-06-14,0.131,0.000,Jun
1957-06-15,0.142,0.000,Jun
1957-06-16,0.003,1.016,Jun
1957-06-17,5.866,0.000,Jun
1957-06-18,0.056,0.000,Jun
1957-06-19,0.062,0.000,Jun
1957-06-20,0.000,0.000,Jun
1957-06-21,17.530,1.270,Jun
1957-06-22,0.877,0.508,Jun
1957-06-23,0.042,0.000,Jun
1957-06-24,0.008,0.000,Jun
1957-06-25,0.214,0.508,Jun
1957-06-26,0.001,0.000,Jun
1957-06-27,0.471,0.254,Jun
1957-06-28,0.000,2.032,Jun
1957-06-29,0.061,0.000,Jun
1957-06-30,3.329,0.254,Jun
1957-07-01,11.155,0.254,Jul
1957-07-02,0.145,0.254,Jul
1957-07-03,0.019,0.254,Jul
1957-07-04,0.017,4.318,Jul
1957-07-05,0.024,0.000,Jul
1957-07-06,0.000,0.000,Jul
1957-07-07,1.547,0.254,Jul
1957-07-08,7.693,0.508,Jul
1957-07-09,2.193,2.286,Jul
1957-07-10,0.000,0.000,Jul
1957-07-11,0.000,0.000,Jul
1957-07-12,0.000,0.000,Jul
1957-07-13,0.076,1.778,Jul
1957-07-14,0.000,0.000,Jul
1957-07-15,0.093,0.000,Jul
1957-07-16,0.000,0.000,Jul
1957-07-17,0.000,0.000,Jul
1957-07-18,2.966,0.254,Jul
1957-07-19,0.101,0.254,Jul
1957-07-20,0.049,0.000,Jul
1957-07-21,0.086,0.254,Jul
1957-07-22,0.623,0.254,Jul
1957-07-23,0.630,0.000,Jul
1957-07-24,0.065,0.254,Jul
1957-07-25,2.627,1.270,Jul
1957-07-26,3.125,0.254,Jul
1957-07-27,3.665,0.254,Jul
1957-07-28,0.000,0.000,Jul
1957-07-29,0.178,0.254,Jul
1957-07-30,0.000,0.000,Jul
1957-07-31,0.006,0.000,Jul
1957-08-01,0.144,0.254,Aug
1957-08-02,3.125,0.000,Aug
1957-08-03,0.000,0.254,Aug
1957-08-04,5.428,1.524,Aug
1957-08-05,0.011,0.000,Aug
1957-08-06,6.803,0.254,Aug
1957-08-07,0.000,0.000,Aug
1957-08-08,0.000,0.000,Aug
1957-08-09,0.000,0.000,Aug
1957-08-10,2.275,3.302,Aug
1957-08-11,0.007,0.254,Aug
1957-08-12,0.214,0.254,Aug
1957-08-13,0.005,0.000,Aug
1957-08-14,0.000,0.000,Aug
1957-08-15,0.000,0.000,Aug
1957-08-16,0.000,0.000,Aug
1957-08-17,0.000,0.000,Aug
1957-08-18,0.078,0.000,Aug
1957-08-19,0.001,0.000,Aug
1957-08-20,0.146,0.254,Aug
1957-08-21,3.478,0.254,Aug
1957-08-22,0.803,0.762,Aug
1957-08-23,0.286,0.000,Aug
1957-08-24,0.066,0.508,Aug
1957-08-25,0.002,0.000,Aug
1957-08-26,0.049,0.000,Aug
1957-08-27,3.242,0.254,Aug
1957-08-28,0.011,2.032,Aug
1957-08-29,0.202,0.000,Aug
1957-08-30,0.014,1.016,Aug
1957-08-31,0.223,0.508,Aug
1957-09-01,0.214,0.000,Sep
1957-09-02,0.100,0.254,Sep
1957-09-03,5.057,0.000,Sep
